contribution_type,proposal_id,proposal_reference,proposal_title,proposal_votes_totalCount,proposal_createdAt,proposal_publishedAt,proposal_updatedAt,proposal_publicationStatus,proposal_trashedAt,proposal_trashedReason,proposal_link,proposal_author_id,proposal_author_username,proposal_author_isEmailConfirmed,proposal_author_email,proposal_author_userType_id,proposal_author_userType_name,proposal_status_name,proposal_estimation,proposal_category_name,proposal_theme_title,"Hap ou Noel ?","Votre fleuve préféré","Comme tu as choisi Hap et le Gange, je t'affiche cette question (dsl jui pas inspiré)","Par qui Hap a t-il été créé ?","Hap est-il un homme bon ?","Comment ça ce n'est pas un homme bon, comment oses-tu ?","Noel a t-il un rapport avec la fête de Noël ?","De quelle couleur est le chapeau de Noël ?","Plutôt Marvel ou DC ?","T'aimes bien Superman ?","T'aimes bien Batman ?","T'aimes bien Supergirl ?","T'aimes bien Iron Man ?","T'aimes bien Luke Cage ?","T'aimes bien Thor ?","C'est la fin mais j'affiche quand même des choix",proposal_formattedAddress,proposal_district_name,proposal_illustration,proposal_summary,proposal_description,proposal_votes_id,proposal_votes_createdAt,proposal_votes_publishedAt,proposal_votes_anonymous,proposal_votes_author_id,proposal_votes_author_username,proposal_votes_author_isEmailConfirmed,proposal_votes_ranking,proposal_votes_author_userType_id,proposal_votes_author_userType_name,proposal_comments_id,proposal_comments_body,proposal_comments_parent,proposal_comments_createdAt,proposal_comments_publishedAt,proposal_comments_updatedAt,proposal_comments_author_id,proposal_comments_author_username,proposal_comments_author_isEmailConfirmed,proposal_comments_author_userType_id,proposal_comments_author_userType_name,proposal_comments_author_email,proposal_comments_pinned,proposal_comments_publicationStatus,proposal_comments_vote_id,proposal_comments_vote_createdAt,proposal_comments_vote_publishedAt,proposal_comments_vote_published,proposal_comments_vote_author_id,proposal_comments_vote_author_username,proposal_comments_vote_author_isEmailConfirmed,proposal_comments_vote_author_userType_id,proposal_comments_vote_author_userType_name,proposal_news_id,proposal_news_title,proposal_news_themes,proposal_news_linkedProjects,proposal_news_linkedProposal,proposal_news_createdAt,proposal_news_updatedAt,proposal_news_publishedAt,proposal_news_publicationStatus,proposal_news_commentable,proposal_news_displayedOnBlog,proposal_news_authors_id,proposal_news_authors_username,proposal_news_authors_isEmailConfirmed,proposal_news_authors_userType_id,proposal_news_authors_userType_name,proposal_news_comments_id,proposal_news_comments_body,proposal_news_comments_parent,proposal_news_comments_createdAt,proposal_news_comments_updatedAt,proposal_news_comments_author_id,proposal_news_comments_author_username,proposal_news_comments_author_isEmailConfirmed,proposal_news_comments_author_userType_id,proposal_news_comments_author_userType_name,proposal_news_comments_author_email,proposal_news_comments_pinned,proposal_news_comments_publicationStatus,proposal_news_comments_vote_id,proposal_news_comments_vote_createdAt,proposal_news_comments_vote_publishedAt,proposal_news_comments_vote_published,proposal_news_comments_vote_author_id,proposal_news_comments_vote_author_username,proposal_news_comments_vote_author_isEmailConfirmed,proposal_news_comments_vote_author_userType_id,proposal_news_comments_vote_author_userType_name,proposal_news_comments_reportings_id,proposal_news_comments_reportings_createdAt,proposal_news_comments_reportings_published,proposal_news_comments_reportings_author_id,proposal_news_comments_reportings_author_username,proposal_news_comments_reportings_author_isEmailConfirmed,proposal_news_comments_reportings_author_userType_id,proposal_news_comments_reportings_author_userType_name,proposal_reportings_id,proposal_reportings_body,proposal_reportings_createdAt,proposal_reportings_author_id,proposal_reportings_author_username,proposal_reportings_author_isEmailConfirmed,proposal_reportings_author_userType_id,proposal_reportings_author_userType_name
proposal,UHJvcG9zYWw6cHJvcG9zYWw2Mg==,"""114-162""",Omnis.,0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/omnis,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"At fuga repudiandae nihil placeat aliquam. Et a omnis tempore perspiciatis optio est harum. Porro nam animi eaque non eos quia unde.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw2Mw==,"""114-163""",Enim.,0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/enim,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Laborum ut sint et fugiat. Ducimus voluptas unde ut in assumenda voluptatibus. Fuga harum quis rerum magnam perferendis et odit. Similique et magni praesentium unde soluta vel nostrum.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw2NA==,"""114-164""",Vero.,0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/vero,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Quas incidunt dolor eos ex. Nihil quia neque veritatis dicta doloremque delectus. Minus sapiente cupiditate ex cum mollitia quisquam.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw2NQ==,"""114-165""",Velit.,0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/velit-1,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Rerum est excepturi eum qui. Qui est perspiciatis quasi veritatis nostrum.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw2Ng==,"""114-166""",In.,0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/in,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Ut explicabo natus quaerat quia reiciendis. Est sed tempore sed nihil illum. Veniam molestias itaque sunt beatae possimus hic. Ullam veniam dolores dolor eos culpa.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw2Nw==,"""114-167""",Est.,0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/est-1,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Eum rerum aliquam eum qui et deserunt. Repellendus sint ea quod ab animi ut eaque qui. Quod sed qui voluptas debitis aliquam ex quod dolorem.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw2OA==,"""114-168""",Est.,0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/est-2,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Impedit aperiam maxime et ratione autem voluptates. Quas eum vitae tempora ipsam suscipit id. Unde qui est aut harum corporis laudantium et. Consequatur sit aperiam veritatis excepturi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw2OQ==,"""114-169""",Non.,0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/non-1,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Quasi aut neque similique iure at. Veniam tempore modi commodi fuga doloremque. Libero qui autem repellendus sed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw3MA==,"""114-170""","Et et.",0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/et-et,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Eius culpa maiores reprehenderit ad. Vitae inventore laudantium explicabo. Nobis fugit libero voluptates.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw3MQ==,"""114-171""",Et.,0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/et-1,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Quasi ea cumque eum amet ut aut accusantium enim. Porro sit repellat amet saepe sunt. Quia sit est occaecati voluptatibus et deleniti accusamus. Accusamus officiis sed doloribus rerum incidunt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw3Mg==,"""114-172""",Modi.,0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/modi,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Recusandae vero vel alias sit molestiae repellat sed. Dolor sit porro sit officiis rerum. Deserunt fugit voluptatem qui et sit laudantium dolorem. Autem omnis nisi omnis et repudiandae quia autem.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw3Mw==,"""114-173""",Dolor.,0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/dolor,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Animi voluptas et numquam adipisci. Sunt non autem eveniet sit autem. Sit qui officia dolores maiores.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw3NA==,"""114-174""",Qui.,0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/qui,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Provident ipsam architecto maxime aut alias consequatur. Dolor accusantium est eos qui esse est. Qui et vero et numquam placeat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw3NQ==,"""114-175""",Ut.,0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/ut-1,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Ullam aspernatur eius voluptatum est omnis est. Fuga vitae quam neque culpa fugiat. In voluptatibus dolores natus et nihil.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw3Ng==,"""114-176""",Esse.,0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/esse-2,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Enim eligendi quis accusantium quod veniam commodi totam. Veritatis repudiandae dignissimos voluptates et rerum. Beatae saepe et nam. Alias sit et aliquid ad pariatur. Quis eaque qui sit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw3Nw==,"""114-177""",Sit.,0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/sit-1,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Quod et sit exercitationem sed ut. Consequatur iusto voluptate perferendis nihil tempora. Natus ut est assumenda ipsum odit. Nesciunt odio quod ab magni aut. Quia nam voluptas repellat saepe quod.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw3OA==,"""114-178""",Ad.,0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/ad-1,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Eum praesentium dolores voluptas nobis mollitia. Totam quos tenetur voluptatem aut eos aut non minima. Voluptates ullam impedit rerum ea totam nesciunt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw3OQ==,"""114-179""",Quis.,0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/quis,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Itaque sed quis est distinctio. Beatae impedit ea ut. Earum molestiae maxime earum vero. Molestiae sed est molestiae illo consequuntur quas vero.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw4MA==,"""114-180""",Qui.,0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/qui-1,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Laudantium nobis deserunt ut nisi a. Facilis modi enim et. Nihil sit nisi doloribus excepturi provident et.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw4MQ==,"""114-181""",Aut.,0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/aut,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Enim cum dolores ut quisquam labore dolorum dolorem provident. Aperiam odit sunt minima ea. Et corrupti voluptatem nihil qui nostrum laudantium natus id. Et non et voluptas deserunt et et dolorem.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw4Mg==,"""114-182""",Alias.,0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/alias,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Unde dolorum nihil magni in rerum ea. Sequi beatae officia est porro fuga et. Et quasi id expedita mollitia sapiente libero animi. Aut in accusantium nulla ipsa.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw4Mw==,"""114-183""",Sit.,0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/sit-2,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Recusandae molestias accusamus consectetur exercitationem quis. Quia corrupti sint quia fuga suscipit quaerat odit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw4NA==,"""114-184""","Et ut.",0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/et-ut,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Ea sit optio neque doloribus explicabo illo labore. Cupiditate voluptatem sed quae et quisquam quibusdam. Nobis ut voluptates quia voluptas. Natus voluptatem aliquam cumque optio voluptatem.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw4NQ==,"""114-185""",Fuga.,0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/fuga,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Et facilis nostrum ut nobis animi minima quisquam. Non tenetur molestiae est quis officiis rerum. Aut consequatur laudantium ullam sit omnis quo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw4Ng==,"""114-186""",Et.,0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/et-2,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Id et modi et. Esse consequuntur asperiores quis repellendus ea. Facilis eum et nulla ullam. Quia officiis dolore placeat maxime vero aut praesentium.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw4Nw==,"""114-187""","Et id.",0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/et-id,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Minima et beatae libero molestiae voluptatibus rerum nemo commodi. Commodi ut excepturi aliquam sint.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWw4OA==,"""114-188""",Qui.,0,"2018-03-01 00:00:00","2018-03-01 00:00:00","2018-03-01 00:00:00",PUBLISHED,,,https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/qui-2,VXNlcjp1c2VyMQ==,lbrunet,1,lbrunet@jolicode.com,1,Citoyen,,,,,Hap,"Le gange","Ok comme bon te semble",JVC,Oui,"Si tu veux",Non,Rouge,Marvel,Oui,Oui,Oui,"Oui beaucoup","Oh que oui",Oui,D'accord,,,,,"Consequatur vitae similique commodi minus et tempora quia. Laudantium amet aut vitae perferendis quae est vel molestias. Rerum a sunt exercitationem et.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
