id,username,email,emailConfirmed,role,createdAt,updatedAt,lastLogin,enabled,confirmedAccountAt,locked,gender,firstname,lastname,dateOfBirth,websiteUrl,biography,address,deletedAccountAt,facebookId,status,internalComm,externalComm,userIdentificationCode
VXNlcjp1c2VyNDk=,user49,user49@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:49:00",,,YES,,NO,,firstname49,lastname49,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNQ==,user,user@test.com,YES,Utilisateur,"2015-01-06 00:00:00","2016-01-01 00:00:00",,YES,"2016-01-05 00:00:00",NO,f,Utilisateur,authentifier,"1996-03-01 00:00:00",,,"12 rue des boulets",,,Citoyen,YES,NO,DK2AZ554
VXNlcjp1c2VyNTA=,user50,user50@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:50:00",,,YES,,NO,,firstname50,lastname50,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNTAz,disabled,disabled@test.com,YES,Utilisateur,"2015-01-10 00:00:00",,,NO,,NO,,disabled,disabled,,,,,,,Citoyen,NO,NO,
VXNlcjp1c2VyNTA0,"user avec un nom très long comme par exemple conseil régional de machin truc",conseilregional@test.com,YES,Utilisateur,"2015-01-11 00:00:00",,,YES,,NO,,prenom,nom,,,,,,,Citoyen,NO,NO,
VXNlcjp1c2VyNTE=,user51,user51@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:51:00",,,YES,,NO,,firstname51,lastname51,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNTEx,user_without_phone,user_without_phone@test.com,YES,Utilisateur,"2015-01-01 00:00:00",,,YES,,NO,,user_without_phone,user_without_phone,,,,,,,Citoyen,NO,NO,
VXNlcjp1c2VyNTEy,user_with_phone_not_phone_confirmed,user_with_phone_not_phone_confirmed@test.com,YES,Utilisateur,"2015-01-13 00:00:00",,,YES,,NO,,user_with_phone_not_phone_confirmed,user_with_phone_not_phone_confirmed,,,,,,,Citoyen,NO,NO,
VXNlcjp1c2VyNTEz,user_with_code_not_phone_confirmed,user_with_code_not_phone_confirmed@test.com,YES,Utilisateur,"2015-01-14 00:00:00",,,YES,,NO,,user_with_code_not_phone_confirmed,user_with_code_not_phone_confirmed,,,,,,,Citoyen,NO,NO,
VXNlcjp1c2VyNTE0,admin_without_password,admin_without_password@test.com,NO,Administrateur,"2015-01-14 00:00:00",,,NO,,NO,,admin_without_password,admin_without_password,,,,,,,Citoyen,NO,NO,
VXNlcjp1c2VyNTE1,user_updating_email,user_updating_email@test.com,YES,Utilisateur,"2015-01-15 12:02:03","2016-01-01 13:37:42",,YES,,NO,,user_updating_email,user_updating_email,,,,,,,Citoyen,NO,NO,
VXNlcjp1c2VyNTE4,,no_name@cap-collectif.com,YES,Utilisateur,"2015-01-18 00:00:00",,,YES,,NO,,,,,,,,,,Citoyen,NO,NO,
VXNlcjp1c2VyNTI=,user52,user52@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:52:00",,,YES,,NO,,firstname52,lastname52,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNTIw,OnePunchMan,saitama@cap-collectif.com,YES,Utilisateur,"2015-01-19 00:00:00",,,YES,,NO,,Saitama,Dono,,,"Miskin il a que le role user.",,,,Citoyen,NO,NO,
VXNlcjp1c2VyNTIx,userToDelete,userToDelete@cap-collectif.com,YES,Utilisateur,"2015-01-19 00:00:00",,,YES,,NO,,userToDelete,userToDelete,,,"Supprime ma vie stp.",,,,Citoyen,NO,NO,
VXNlcjp1c2VyNTIy,johnsmith,john.smith@england.uk,YES,Utilisateur,"2015-01-15 12:02:03","2016-01-01 13:37:42",,YES,,NO,,John,Smith,,,,,,,Citoyen,NO,NO,
VXNlcjp1c2VyNTM=,user53,user53@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:53:00",,,YES,,NO,,firstname53,lastname53,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNTQ=,user54,user54@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:54:00",,,YES,,NO,,firstname54,lastname54,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNTU=,user55,user55@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:55:00",,,YES,,NO,,firstname55,lastname55,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNTY=,user56,user56@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:56:00",,,YES,,NO,,firstname56,lastname56,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNTc=,user57,user57@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:57:00",,,YES,,NO,,firstname57,lastname57,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNTg=,user58,user58@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:58:00",,,YES,,NO,,firstname58,lastname58,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNTk=,user59,user59@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:59:00",,,YES,,NO,,firstname59,lastname59,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNg==,user6,user6@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:06:00",,,YES,,NO,,firstname6,lastname6,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNjA=,user60,user60@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:00:00",,,YES,,NO,,firstname60,lastname60,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNjE=,user61,user61@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:01:00",,,YES,,NO,,firstname61,lastname61,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNjI=,user62,user62@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:02:00",,,YES,,NO,,firstname62,lastname62,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNjM=,user63,user63@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:03:00",,,YES,,NO,,firstname63,lastname63,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNjQ=,user64,user64@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:04:00",,,YES,,NO,,firstname64,lastname64,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNjU=,user65,user65@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:05:00",,,YES,,NO,,firstname65,lastname65,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNjY=,user66,user66@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:06:00",,,YES,,NO,,firstname66,lastname66,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNjc=,user67,user67@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:07:00",,,YES,,NO,,firstname67,lastname67,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNjg=,user68,user68@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:08:00",,,YES,,NO,,firstname68,lastname68,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNjk=,user69,user69@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:09:00",,,YES,,NO,,firstname69,lastname69,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNw==,user7,user7@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:07:00",,,YES,,NO,,firstname7,lastname7,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNzA=,user70,user70@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:10:00",,,YES,,NO,,firstname70,lastname70,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNzE=,user71,user71@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:11:00",,,YES,,NO,,firstname71,lastname71,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNzI=,user72,user72@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:12:00",,,YES,,NO,,firstname72,lastname72,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNzM=,user73,user73@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:13:00",,,YES,,NO,,firstname73,lastname73,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNzQ=,user74,user74@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:14:00",,,YES,,NO,,firstname74,lastname74,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNzU=,user75,user75@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:15:00",,,YES,,NO,,firstname75,lastname75,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNzY=,user76,user76@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:16:00",,,YES,,NO,,firstname76,lastname76,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNzc=,user77,user77@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:17:00",,,YES,,NO,,firstname77,lastname77,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNzg=,user78,user78@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:18:00",,,YES,,NO,,firstname78,lastname78,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyNzk=,user79,user79@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:19:00",,,YES,,NO,,firstname79,lastname79,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyOA==,user8,user8@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:08:00",,,YES,,NO,,firstname8,lastname8,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyODA=,user80,user80@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:20:00",,,YES,,NO,,firstname80,lastname80,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyODE=,user81,user81@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:21:00",,,YES,,NO,,firstname81,lastname81,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyODI=,user82,user82@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:22:00",,,YES,,NO,,firstname82,lastname82,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyODM=,user83,user83@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:23:00",,,YES,,NO,,firstname83,lastname83,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyODQ=,user84,user84@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:24:00",,,YES,,NO,,firstname84,lastname84,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyODU=,user85,user85@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:25:00",,,YES,,NO,,firstname85,lastname85,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyODY=,user86,user86@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:26:00",,,YES,,NO,,firstname86,lastname86,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyODc=,user87,user87@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:27:00",,,YES,,NO,,firstname87,lastname87,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyODg=,user88,user88@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:28:00",,,YES,,NO,,firstname88,lastname88,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyODk=,user89,user89@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:29:00",,,YES,,NO,,firstname89,lastname89,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyOQ==,user9,user9@cap-collectif.com,YES,Utilisateur,"2017-01-01 00:09:00",,,YES,,NO,,firstname9,lastname9,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyOTA=,user90,user90@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:30:00",,,YES,,NO,,firstname90,lastname90,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyOTE=,user91,user91@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:31:00",,,YES,,NO,,firstname91,lastname91,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyOTI=,user92,user92@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:32:00",,,YES,,NO,,firstname92,lastname92,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyOTM=,user93,user93@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:33:00",,,YES,,NO,,firstname93,lastname93,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyOTQ=,user94,user94@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:34:00",,,YES,,NO,,firstname94,lastname94,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyOTU=,user95,user95@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:35:00",,,YES,,NO,,firstname95,lastname95,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyOTY=,user96,user96@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:36:00",,,YES,,NO,,firstname96,lastname96,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyOTc=,user97,user97@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:37:00",,,YES,,NO,,firstname97,lastname97,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyOTg=,user98,user98@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:38:00",,,YES,,NO,,firstname98,lastname98,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyOTk=,user99,user99@cap-collectif.com,YES,Utilisateur,"2017-01-01 01:39:00",,,YES,,NO,,firstname99,lastname99,,,,,,,Citoyen,YES,NO,
VXNlcjp1c2VyQWRtaW4=,admin,admin@test.com,YES,Administrateur,"2015-01-04 00:00:00","2022-03-01 09:13:54","2022-03-01 09:13:54",YES,,NO,,Administrateur,authentifier,,,,,,,Citoyen,NO,NO,
VXNlcjp1c2VyQWd1aQ==,Agui,julien.aguilar@cap-collectif.com,YES,Utilisateur,"2019-09-09 09:30:00",,,YES,,NO,,Julien,AGUILAR,,,,,,,,YES,NO,
VXNlcjp1c2VyQW5hbHlzdA==,analyst,analyst@cap-collectif.com,YES,Utilisateur,"2015-01-20 03:02:01",,,YES,,NO,,analyst,analyst,,,"Je suis l'analyste.",,,,Citoyen,NO,NO,
VXNlcjp1c2VyQW5hbHlzdDI=,analyst2,analyst2@cap-collectif.com,YES,Utilisateur,"2015-01-20 03:02:01",,,YES,,NO,,analyst2,analyst2,,,"Je suis l'analyste 2.",,,,Citoyen,NO,NO,
VXNlcjp1c2VyQm9iTWFybGV5,"Bob Marley",b.marley@cap-collectif.com,YES,Utilisateur,"1945-02-06 00:00:00",,,YES,,NO,,Bob,Marley,,,"Robert Nesta Marley dit Bob Marley, né le 6 février 1945 à Nine Mile et mort le 11 mai 1981 à Miami d'un cancer généralisé, est un auteur-compositeur-interprète et musicien jamaïcain.",,,,,NO,NO,
VXNlcjp1c2VyQ29ubmVjdGVkRnJhbmNlQ29ubmVjdA==,"LAMPE Geraldine",ducowanet-7006@yopmail.com,YES,Utilisateur,"2020-03-10 09:30:00","2020-03-10 09:30:00",,YES,,NO,,Geraldine,LAMPE,,,"Je suis créé via france connect",,,,,NO,NO,
VXNlcjp1c2VyRGVjaXNpb25NYWtlcg==,decisionmaker,decisionmaker@cap-collectif.com,YES,Utilisateur,"2015-01-19 03:02:01",,,YES,,NO,,decisionmaker,decisionmaker,,,"CÉ MOI QUI DÉCIDE.",,,,Citoyen,NO,NO,
VXNlcjp1c2VySWFu,"Ian apprenti DevOps",ian@cap-collectif.com,YES,Utilisateur,"2020-03-09 09:30:00",,,YES,,NO,,Ian,DUCROT--THOLLON-POMMEROL,,,,,,,,NO,NO,
VXNlcjp1c2VySmVhbkR1cGxpY2F0ZXM=,Juan,jean.duplicates@cap-collectif.com,YES,Utilisateur,"2018-09-05 09:30:00",,,YES,,NO,,Jean,Treibert,,,"Yrf pungf qbzvarebag ovragbg yr zbaqr.",,,153808779501692-duplicates,Citoyen,NO,NO,
VXNlcjp1c2VySnBlYw==,Jpec,jpec@cap-collectif.com,YES,Utilisateur,"2019-07-15 09:30:00",,,YES,,NO,,"Jean Paul",Bella,,,,,,,,NO,NO,
VXNlcjp1c2VyS2lyb3VsZQ==,ptondereau,pierre@cap-collectif.com,YES,"Créateur de projet","2015-01-12 00:00:00",,,YES,"2015-01-13 00:00:00",NO,,Pierre,Tondereau,,,,,,,Citoyen,NO,NO,
VXNlcjp1c2VyTGF1cmVudEFsZXhhbmRyZQ==,"Laurent Alexandre",laurent.alexandre@cap-collectif.com,YES,Utilisateur,"1945-02-06 00:00:00",,,YES,,NO,,Laurent,Alexandre,,,"Laurent Alexandre, né le 10 juin 1960 à Paris, haut fonctionnaire et médecin de formation, est un entrepreneur, écrivain et militant politique français.",,,,,NO,NO,
VXNlcjp1c2VyTWF4aW1lUUE=,"Max de la QA",maxime.pouessel@cap-collectif.com,YES,Utilisateur,"2015-01-20 03:02:01",,,YES,,NO,,Maxime,QA,,,"Le mec qui met des retours partout",,,,,NO,NO,
VXNlcjp1c2VyTWlja2FlbA==,"Dev null",mickael@cap-collectif.com,YES,Utilisateur,"2019-11-04 09:30:00",,,YES,,NO,,Mickael,Buliard,,,"La raclette c'est bon.",,,,,YES,NO,
VXNlcjp1c2VyTm90Q29uZmlybWVkV2l0aENvbnRyaWJ1dGlvbnM=,userNotConfirmedWithContributions,userNotConfirmedWithContributions@test.com,NO,Utilisateur,"2015-01-12 02:00:00",,,YES,,NO,,userNotConfirmedWithContributions,userNotConfirmedWithContributions,,,,,,,Citoyen,NO,NO,
VXNlcjp1c2VyTm90Q29ubmVjdGVkRnJhbmNlQ29ubmVjdA==,"Angela Claire Louise",wossewodda-3728@yopmail.com,YES,Utilisateur,"2020-03-09 09:30:00",,,YES,,NO,f,"Angela Claire Louise",DUBOIS,"1990-03-10 00:00:00",,"Je suis france connect pas encore associé.",,,,,NO,NO,
VXNlcjp1c2VyT21hcg==,"Omar <3 Rem",omar@cap-collectif.com,YES,Utilisateur,"2018-10-17 09:30:00",,,YES,,NO,,Omar,Jbara,,,,,,,,NO,NO,
VXNlcjp1c2VyU3VwZXJ2aXNvcg==,supervisor,supervisor@cap-collectif.com,YES,Utilisateur,"2015-01-19 13:01:02",,,YES,,NO,,supervisor,supervisor,,,"Je super vise.",,,,Citoyen,NO,NO,
VXNlcjp1c2VyU3VwZXJ2aXNvcjI=,supervisor2,supervisor2@cap-collectif.com,YES,Utilisateur,"2015-01-19 09:14:07",,,YES,,NO,,supervisor2,supervisor2,,,"Je super vise deux fois.",,,,Citoyen,NO,NO,
VXNlcjp1c2VyVGhlbw==,"Théo QP",theo@cap-collectif.com,YES,"Créateur de projet","2019-06-03 09:30:00",,,YES,,NO,,Théo,Bourgoin,,,,,,,,YES,NO,
VXNlcjp1c2VyV2l0aENvbmZpcm1lZFBob25l,userWithConfirmedPhone,userWithConfirmedPhone@cap-collectif.com,YES,Administrateur,"2015-01-01 00:00:00",,,YES,"2015-01-05 00:00:00",NO,,userWithConfirmedPhone,userWithConfirmedPhone,,,,,,,Citoyen,YES,NO,
