vote_publishedAt,vote_type,vote_author_id,vote_author_username,vote_author_isEmailConfirmed,vote_author_email,vote_author_userType_name,debate_url
"2020-05-27 00:00:00",AGAINST,VXNlcjp1c2VyMTQ3,user147,1,user147@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-28 00:00:00",AGAINST,VXNlcjp1c2VyMTQ4,user148,1,user148@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-29 00:00:00",AGAINST,VXNlcjp1c2VyMTQ5,user149,1,user149@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-30 00:00:00",AGAINST,VXNlcjp1c2VyMTUw,user150,1,user150@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-05-31 00:00:00",AGAINST,VXNlcjp1c2VyMTUx,user151,1,user151@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-01 00:00:00",AGAINST,VXNlcjp1c2VyMTUy,user152,1,user152@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-02 00:00:00",AGAINST,VXNlcjp1c2VyMTUz,user153,1,user153@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-03 00:00:00",AGAINST,VXNlcjp1c2VyMTU0,user154,1,user154@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-04 00:00:00",AGAINST,VXNlcjp1c2VyMTU1,user155,1,user155@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-05 00:00:00",AGAINST,VXNlcjp1c2VyMTU2,user156,1,user156@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-06 00:00:00",AGAINST,VXNlcjp1c2VyMTU3,user157,1,user157@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-07 00:00:00",AGAINST,VXNlcjp1c2VyMTU4,user158,1,user158@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-08 00:00:00",AGAINST,VXNlcjp1c2VyMTU5,user159,1,user159@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-09 00:00:00",AGAINST,VXNlcjp1c2VyMTYw,user160,1,user160@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-10 00:00:00",AGAINST,VXNlcjp1c2VyMTYx,user161,1,user161@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-11 00:00:00",AGAINST,VXNlcjp1c2VyMTYy,user162,1,user162@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-12 00:00:00",AGAINST,VXNlcjp1c2VyMTYz,user163,1,user163@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-13 00:00:00",AGAINST,VXNlcjp1c2VyMTY0,user164,1,user164@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-14 00:00:00",AGAINST,VXNlcjp1c2VyMTY1,user165,1,user165@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-15 00:00:00",AGAINST,VXNlcjp1c2VyMTY2,user166,1,user166@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-16 00:00:00",AGAINST,VXNlcjp1c2VyMTY3,user167,1,user167@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-17 00:00:00",AGAINST,VXNlcjp1c2VyMTY4,user168,1,user168@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-18 00:00:00",AGAINST,VXNlcjp1c2VyMTY5,user169,1,user169@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-19 00:00:00",AGAINST,VXNlcjp1c2VyMTcw,user170,1,user170@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-20 00:00:00",AGAINST,VXNlcjp1c2VyMTcx,user171,1,user171@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-21 00:00:00",AGAINST,VXNlcjp1c2VyMTcy,user172,1,user172@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-22 00:00:00",AGAINST,VXNlcjp1c2VyMTcz,user173,1,user173@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-23 00:00:00",AGAINST,VXNlcjp1c2VyMTc0,user174,1,user174@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-24 00:00:00",AGAINST,VXNlcjp1c2VyMTc1,user175,1,user175@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-25 00:00:00",AGAINST,VXNlcjp1c2VyMTc2,user176,1,user176@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-26 00:00:00",AGAINST,VXNlcjp1c2VyMTc3,user177,1,user177@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-27 00:00:00",AGAINST,VXNlcjp1c2VyMTc4,user178,1,user178@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-28 00:00:00",AGAINST,VXNlcjp1c2VyMTc5,user179,1,user179@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-29 00:00:00",AGAINST,VXNlcjp1c2VyMTgw,user180,1,user180@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-06-30 00:00:00",AGAINST,VXNlcjp1c2VyMTgx,user181,1,user181@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-07-01 00:00:00",AGAINST,VXNlcjp1c2VyMTgy,user182,1,user182@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-07-02 00:00:00",AGAINST,VXNlcjp1c2VyMTgz,user183,1,user183@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-07-03 00:00:00",AGAINST,VXNlcjp1c2VyMTg0,user184,1,user184@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-07-04 00:00:00",AGAINST,VXNlcjp1c2VyMTg1,user185,1,user185@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-07-05 00:00:00",AGAINST,VXNlcjp1c2VyMTg2,user186,1,user186@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-07-06 00:00:00",AGAINST,VXNlcjp1c2VyMTg3,user187,1,user187@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-07-07 00:00:00",AGAINST,VXNlcjp1c2VyMTg4,user188,1,user188@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-07-08 00:00:00",AGAINST,VXNlcjp1c2VyMTg5,user189,1,user189@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-07-09 00:00:00",AGAINST,VXNlcjp1c2VyMTkw,user190,1,user190@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-07-10 00:00:00",AGAINST,VXNlcjp1c2VyMTkx,user191,1,user191@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-07-11 00:00:00",AGAINST,VXNlcjp1c2VyMTky,user192,1,user192@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-07-12 00:00:00",AGAINST,VXNlcjp1c2VyMTkz,user193,1,user193@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-07-13 00:00:00",AGAINST,VXNlcjp1c2VyMTk0,user194,1,user194@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-07-14 00:00:00",AGAINST,VXNlcjp1c2VyMTk1,user195,1,user195@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-07-15 00:00:00",AGAINST,VXNlcjp1c2VyMTk2,user196,1,user196@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-07-16 00:00:00",AGAINST,VXNlcjp1c2VyMTk3,user197,1,user197@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-07-17 00:00:00",AGAINST,VXNlcjp1c2VyMTk4,user198,1,user198@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-07-18 00:00:00",AGAINST,VXNlcjp1c2VyMTk5,user199,1,user199@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
"2020-07-19 00:00:00",AGAINST,VXNlcjp1c2VyMjAw,user200,1,user200@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement
