contribution_type,proposal_id,proposal_reference,proposal_title,proposal_votes_totalCount,proposal_votes_digitalCount,proposal_votes_paperCount,proposal_votes_totalPointsCount,proposal_votes_digitalPointsCount,proposal_votes_paperPointsCount,proposal_createdAt,proposal_publishedAt,proposal_updatedAt,proposal_publicationStatus,proposal_undraftAt,proposal_trashedAt,proposal_trashedReason,proposal_link,proposal_author_id,proposal_author_username,proposal_author_isEmailConfirmed,proposal_author_email,proposal_author_userType_id,proposal_author_userType_name,proposal_status_name,proposal_estimation,proposal_category_name,proposal_theme_title,proposal_formattedAddress,proposal_address_lat,proposal_address_lng,proposal_district_name,proposal_illustration,proposal_summary,proposal_description,proposal_officialResponse,"No Mes Démarches","No IRIS","Raison sociale",proposal_votes_id,proposal_votes_ranking,proposal_votes_createdAt,proposal_votes_publishedAt,proposal_votes_published,proposal_votes_accounted,proposal_votes_anonymous,proposal_votes_author_id,proposal_votes_author_username,proposal_votes_author_isEmailConfirmed,proposal_votes_author_isPhoneConfirmed,proposal_votes_author_userType_id,proposal_votes_author_userType_name,proposal_comments_id,proposal_comments_body,proposal_comments_createdAt,proposal_comments_publishedAt,proposal_comments_updatedAt,proposal_comments_author_id,proposal_comments_author_username,proposal_comments_author_isEmailConfirmed,proposal_comments_author_userType_id,proposal_comments_author_userType_name,proposal_comments_author_email,proposal_comments_pinned,proposal_comments_publicationStatus,proposal_comments_vote_id,proposal_comments_vote_createdAt,proposal_comments_vote_publishedAt,proposal_comments_vote_author_id,proposal_comments_vote_author_username,proposal_comments_vote_author_isEmailConfirmed,proposal_comments_vote_author_userType_id,proposal_comments_vote_author_userType_name,proposal_news_id,proposal_news_title,proposal_news_themes,proposal_news_linkedProjects,proposal_news_linkedProposal,proposal_news_createdAt,proposal_news_updatedAt,proposal_news_publishedAt,proposal_news_publicationStatus,proposal_news_commentable,proposal_news_displayedOnBlog,proposal_news_authors_id,proposal_news_authors_username,proposal_news_authors_isEmailConfirmed,proposal_news_authors_userType_id,proposal_news_authors_userType_name,proposal_news_comments_id,proposal_news_comments_body,proposal_news_comments_parent,proposal_news_comments_createdAt,proposal_news_comments_publishedAt,proposal_news_comments_updatedAt,proposal_news_comments_author_id,proposal_news_comments_author_username,proposal_news_comments_author_isEmailConfirmed,proposal_news_comments_author_userType_id,proposal_news_comments_author_userType_name,proposal_news_comments_author_email,proposal_news_comments_pinned,proposal_news_comments_publicationStatus,proposal_news_comments_vote_id,proposal_news_comments_vote_createdAt,proposal_news_comments_vote_publishedAt,proposal_news_comments_vote_author_id,proposal_news_comments_vote_author_username,proposal_news_comments_vote_author_isEmailConfirmed,proposal_news_comments_vote_author_userType_id,proposal_news_comments_vote_author_userType_name,proposal_news_comments_reportings_id,proposal_news_comments_reportings_createdAt,proposal_news_comments_reportings_author_id,proposal_news_comments_reportings_author_username,proposal_news_comments_reportings_author_isEmailConfirmed,proposal_news_comments_reportings_author_userType_id,proposal_news_comments_reportings_author_userType_name,proposal_reportings_id,proposal_reportings_body,proposal_reportings_createdAt,proposal_reportings_author_id,proposal_reportings_author_username,proposal_reportings_author_isEmailConfirmed,proposal_reportings_author_userType_id,proposal_reportings_author_userType_name
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjE0OA==,"""22-694029""","Odio veniam quia eum consectetur rerum enim quia.",0,0,0,0,0,0,"2022-10-20 01:07:28","2022-10-20 01:07:28","2022-10-20 01:07:28",PUBLISHED,"2022-10-20 01:07:28",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/odio-veniam-quia-eum-consectetur-rerum-enim-quia,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Vélo et mobilités propres","Thème vide","Fake address, 75006 Paris, France",48.77973,1.55434,"Toute la région (IDF BP3)",,,"Nemo quas recusandae iusto deserunt qui sit nihil et. Perferendis expedita qui voluptatem beatae quia accusamus. Libero consectetur officia voluptatibus qui molestias temporibus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjE0Mg==,"""22-697432""","Laboriosam impedit delectus sequi eum necessitatibus non.",0,0,0,0,0,0,"2022-10-22 15:49:16","2022-10-22 15:49:16","2022-10-22 15:49:16",PUBLISHED,"2022-10-22 15:49:16",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/laboriosam-impedit-delectus-sequi-eum-necessitatibus-non,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Propreté, prévention et gestion des déchets, économie circulaire",Transport,"Fake address, 75006 Paris, France",49.1025,2.54127,"Toute la région (IDF BP3)",,,"Quis optio voluptatem possimus quaerat fugiat est accusamus. Exercitationem recusandae ut sit rerum. Veniam sit aliquid impedit natus. Sit perspiciatis harum enim ut harum. Debitis sit iste consequatur dolores voluptate nulla magnam.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjM0,"""22-931810""","Commodi qui id repellendus earum voluptate explicabo excepturi molestias.",0,0,0,0,0,0,"2022-10-25 01:01:27","2022-10-25 01:01:27","2022-10-25 01:01:27",PUBLISHED,"2022-10-25 01:01:27",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/commodi-qui-id-repellendus-earum-voluptate-explicabo-excepturi-molestias,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Énergies renouvelables et efficacité énergétique",Transport,"Fake address, 75006 Paris, France",48.43133,1.48814,"Toute la région (IDF BP3)",,,"Culpa distinctio et consequatur exercitationem in corporis qui. Sit cumque natus non neque. Dicta architecto omnis quae consequatur nihil. Sit beatae quo alias aut laborum perspiciatis quos. Sed nostrum doloremque atque.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjI3MA==,"""22-988711""","Nemo labore modi maiores.",0,0,0,0,0,0,"2022-10-25 07:38:32","2022-10-25 07:38:32","2022-10-25 07:38:32",PUBLISHED,"2022-10-25 07:38:32",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/nemo-labore-modi-maiores,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Santé environnementale",Justice,"Fake address, 75006 Paris, France",48.84591,2.71303,"Toute la région (IDF BP3)",,,"Vel et repellat veritatis debitis numquam. Officia vel et maxime non repellendus placeat vitae. Rerum laboriosam eius omnis commodi. Similique mollitia eius corporis sunt qui a.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjQ1,"""22-387282""","Nisi nulla consectetur beatae.",0,0,0,0,0,0,"2022-10-28 23:45:05","2022-10-28 23:45:05","2022-10-28 23:45:05",PUBLISHED,"2022-10-28 23:45:05",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/nisi-nulla-consectetur-beatae,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Vélo et mobilités propres",Transport,"Fake address, 75006 Paris, France",48.34655,2.26707,"Toute la région (IDF BP3)",,,"Maiores aut blanditiis in pariatur. Blanditiis consectetur itaque consequuntur cupiditate praesentium itaque et. Quo sapiente est adipisci quaerat voluptas vitae quia molestiae. Ea velit quo autem id.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjE0OQ==,"""22-273825""","Unde natus ut consequatur laudantium non.",0,0,0,0,0,0,"2022-10-30 01:36:00","2022-10-30 01:36:00","2022-10-30 01:36:00",PUBLISHED,"2022-10-30 01:36:00",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/unde-natus-ut-consequatur-laudantium-non,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Santé environnementale",Transport,"Fake address, 75006 Paris, France",48.52734,3.20535,"Toute la région (IDF BP3)",,,"Iste numquam voluptas nihil ullam. Nostrum illo quos minus provident sit ad. Vel sed sunt magni itaque architecto. Consectetur voluptas repellendus aut praesentium.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjE1Mw==,"""22-815799""","Quia sint a aliquam facilis.",0,0,0,0,0,0,"2022-11-01 05:42:18","2022-11-01 05:42:18","2022-11-01 05:42:18",PUBLISHED,"2022-11-01 05:42:18",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/quia-sint-a-aliquam-facilis,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Espaces verts et biodiversité",Immobilier,"Fake address, 75006 Paris, France",48.34455,2.5271,"Toute la région (IDF BP3)",,,"Atque eum ut error enim aliquid delectus quis. Repudiandae animi a dolorem est est doloremque. Similique voluptates inventore voluptatibus optio. Tenetur occaecati molestiae in similique soluta est quas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjE3MQ==,"""22-918437""","Optio impedit qui nihil eveniet autem quod.",0,0,0,0,0,0,"2022-11-02 15:54:46","2022-11-02 15:54:46","2022-11-02 15:54:46",PUBLISHED,"2022-11-02 15:54:46",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/optio-impedit-qui-nihil-eveniet-autem-quod,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Espaces verts et biodiversité","Thème vide","Fake address, 75006 Paris, France",49.08801,2.20177,"Toute la région (IDF BP3)",,,"Harum velit sint a et autem recusandae. Occaecati molestiae quia ipsum dolor consequatur. Et voluptates corporis et quidem et ut. Veniam tempore laudantium laboriosam eligendi. Est dolores corporis dolores.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjE5Nw==,"""22-173676""","Aut quo aut alias id dolor sit recusandae.",0,0,0,0,0,0,"2022-11-03 21:54:04","2022-11-03 21:54:04","2022-11-03 21:54:04",PUBLISHED,"2022-11-03 21:54:04",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/aut-quo-aut-alias-id-dolor-sit-recusandae,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Énergies renouvelables et efficacité énergétique",Immobilier,"Fake address, 75006 Paris, France",48.11761,3.23868,"Val de marne (94) (IDF BP3)",,,"Enim occaecati eos ea et modi. Non quod a ipsa ut et aut quis. Sit occaecati dolorem cum ut. Quidem rerum aut ducimus nihil iste ab.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjMx,"""22-756046""","Velit cumque optio qui.",0,0,0,0,0,0,"2022-11-03 23:10:22","2022-11-03 23:10:22","2022-11-03 23:10:22",PUBLISHED,"2022-11-03 23:10:22",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/velit-cumque-optio-qui,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Énergies renouvelables et efficacité énergétique","Thème vide","Fake address, 75006 Paris, France",48.85111,3.49265,"Val de marne (94) (IDF BP3)",,,"Consequuntur mollitia eaque maiores optio. Et non ab necessitatibus exercitationem nemo et expedita culpa. Mollitia et veniam eaque et recusandae.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjI0Nw==,"""22-248499""","Voluptatem voluptas a est placeat repellat aut alias doloribus.",0,0,0,0,0,0,"2022-11-06 00:30:12","2022-11-06 00:30:12","2022-11-06 00:30:12",PUBLISHED,"2022-11-06 00:30:12",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/voluptatem-voluptas-a-est-placeat-repellat-aut-alias-doloribus,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Énergies renouvelables et efficacité énergétique",Justice,"Fake address, 75006 Paris, France",49.15544,2.0446,"Toute la région (IDF BP3)",,,"Error sit veritatis iusto vero soluta minima quo. Nihil in quae sed voluptate porro sunt blanditiis dolore. Enim deserunt repellendus asperiores. Voluptate qui voluptatibus saepe accusantium accusamus quasi illum. Explicabo in modi dolorem eum aliquam. Et sit earum debitis atque.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjI4NQ==,"""22-386434""","Ea perferendis autem quo laborum odio et tenetur sunt.",0,0,0,0,0,0,"2022-11-08 01:58:59","2022-11-08 01:58:59","2022-11-08 01:58:59",PUBLISHED,"2022-11-08 01:58:59",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/ea-perferendis-autem-quo-laborum-odio-et-tenetur-sunt,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Santé environnementale",Justice,"Fake address, 75006 Paris, France",48.57124,3.3984,"Toute la région (IDF BP3)",,,"Aut sit enim voluptate facere minima et minus. Animi occaecati molestiae dolor facere molestiae repellat cumque culpa. Fugiat est iure rerum unde autem.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjE3NA==,"""22-592530""","Explicabo veritatis ut aut deleniti laboriosam et totam inventore.",0,0,0,0,0,0,"2022-11-09 00:13:40","2022-11-09 00:13:40","2022-11-09 00:13:40",PUBLISHED,"2022-11-09 00:13:40",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/explicabo-veritatis-ut-aut-deleniti-laboriosam-et-totam-inventore,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Espaces verts et biodiversité",Transport,"Fake address, 75006 Paris, France",48.2892,3.24537,"Toute la région (IDF BP3)",,,"Ipsam aspernatur autem est dolore earum. Atque ducimus quisquam consequatur ducimus vel. Qui in quidem dolorum molestias aut quae. Nobis incidunt doloremque cumque.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjMwMA==,"""22-495108""","Omnis magni non sit.",0,0,0,0,0,0,"2022-11-11 16:53:25","2022-11-11 16:53:25","2022-11-11 16:53:25",PUBLISHED,"2022-11-11 16:53:25",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/omnis-magni-non-sit,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Énergies renouvelables et efficacité énergétique","Thème vide","Fake address, 75006 Paris, France",49.0722,3.41506,"Toute la région (IDF BP3)",,,"Aut nisi architecto corrupti odio ut possimus optio qui. Sunt culpa modi porro deserunt dolores quam nostrum. Consectetur debitis incidunt exercitationem. Consequuntur mollitia nobis laudantium. Omnis non possimus nostrum voluptatum dolores labore tempore sit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjU1,"""22-297872""","Adipisci rerum molestiae cum et facere fugiat sed.",0,0,0,0,0,0,"2022-11-11 22:08:45","2022-11-11 22:08:45","2022-11-11 22:08:45",PUBLISHED,"2022-11-11 22:08:45",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/adipisci-rerum-molestiae-cum-et-facere-fugiat-sed,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Propreté, prévention et gestion des déchets, économie circulaire","Thème vide","Fake address, 75006 Paris, France",49.18204,2.09694,"Val de marne (94) (IDF BP3)",,,"Suscipit voluptatem laboriosam deserunt nobis doloribus enim. Dolores qui asperiores voluptates. Delectus sapiente quo est rerum nihil sint. Ipsa id ullam ullam accusantium eveniet debitis voluptatem. Sed totam aut impedit facere rerum provident aut aut. Ducimus ea beatae eum amet provident sint.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjE2MQ==,"""22-637135""","Sint consequatur sed dignissimos tenetur deleniti.",0,0,0,0,0,0,"2022-11-13 12:02:11","2022-11-13 12:02:11","2022-11-13 12:02:11",PUBLISHED,"2022-11-13 12:02:11",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/sint-consequatur-sed-dignissimos-tenetur-deleniti,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Énergies renouvelables et efficacité énergétique",Immobilier,"Fake address, 75006 Paris, France",48.24569,2.07483,"Val de marne (94) (IDF BP3)",,,"Quo est dolores dicta ut ea. Delectus esse velit est maxime excepturi deleniti pariatur aut. Ducimus vitae sit et beatae aut ad. In error sit voluptatem. Est aliquid impedit et non impedit ut. Omnis vel autem quos cumque.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjEzOQ==,"""22-682756""","Dignissimos odit voluptas dolor dignissimos consequuntur quasi.",0,0,0,0,0,0,"2022-11-14 02:00:42","2022-11-14 02:00:42","2022-11-14 02:00:42",PUBLISHED,"2022-11-14 02:00:42",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/dignissimos-odit-voluptas-dolor-dignissimos-consequuntur-quasi,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Énergies renouvelables et efficacité énergétique",Transport,"Fake address, 75006 Paris, France",48.40852,2.59042,"Val de marne (94) (IDF BP3)",,,"Et voluptates esse deleniti quia rerum asperiores. Atque voluptatem in et. Et sed nihil omnis sint corrupti. Reprehenderit quae numquam ut ut accusantium ad facere.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjIyOA==,"""22-910626""","Dolorem modi porro nostrum aut molestiae.",0,0,0,0,0,0,"2022-11-15 01:10:33","2022-11-15 01:10:33","2022-11-15 01:10:33",PUBLISHED,"2022-11-15 01:10:33",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/dolorem-modi-porro-nostrum-aut-molestiae,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Espaces verts et biodiversité",Transport,"Fake address, 75006 Paris, France",48.12688,2.82487,"Val de marne (94) (IDF BP3)",,,"Ut velit modi quasi. Et consequatur voluptatem sunt et nemo. Tenetur aut quasi porro temporibus quod voluptates ipsa quia. Quibusdam occaecati deleniti rerum ex quis ratione voluptate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjEyNg==,"""22-184673""","Incidunt illum dolorem esse eum distinctio pariatur aut.",0,0,0,0,0,0,"2022-11-15 14:16:12","2022-11-15 14:16:12","2022-11-15 14:16:12",PUBLISHED,"2022-11-15 14:16:12",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/incidunt-illum-dolorem-esse-eum-distinctio-pariatur-aut,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Vélo et mobilités propres",Transport,"Fake address, 75006 Paris, France",48.57125,2.2937,"Val de marne (94) (IDF BP3)",,,"Porro illo eius molestias quia quia ullam eveniet. Architecto qui nam qui harum officia dolorum tenetur. Rerum dolorem dolorem id dolores.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjEwMg==,"""22-665725""","Voluptatem sapiente non qui quis numquam voluptatem culpa totam.",0,0,0,0,0,0,"2022-11-16 12:47:31","2022-11-16 12:47:31","2022-11-16 12:47:31",PUBLISHED,"2022-11-16 12:47:31",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/voluptatem-sapiente-non-qui-quis-numquam-voluptatem-culpa-totam,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Énergies renouvelables et efficacité énergétique",Immobilier,"Fake address, 75006 Paris, France",48.16263,1.97493,"Toute la région (IDF BP3)",,,"Molestias recusandae non hic qui et. Aperiam commodi dolor quos repellat velit provident. Et ex maxime culpa omnis repudiandae tempora. Occaecati aut fugit dolor. Dolorem ea voluptates assumenda.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjE0Nw==,"""22-556596""","Sed inventore deserunt dolor praesentium enim aperiam.",0,0,0,0,0,0,"2022-11-16 21:52:22","2022-11-16 21:52:22","2022-11-16 21:52:22",PUBLISHED,"2022-11-16 21:52:22",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/sed-inventore-deserunt-dolor-praesentium-enim-aperiam,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Énergies renouvelables et efficacité énergétique",Transport,"Fake address, 75006 Paris, France",48.54624,3.25713,"Val de marne (94) (IDF BP3)",,,"Sed suscipit incidunt et. Eveniet reiciendis fugit culpa. Natus rerum aspernatur autem architecto ratione.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjEwMQ==,"""22-760278""","Ratione laudantium dolores non animi numquam.",0,0,0,0,0,0,"2022-11-17 21:09:28","2022-11-17 21:09:28","2022-11-17 21:09:28",PUBLISHED,"2022-11-17 21:09:28",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/ratione-laudantium-dolores-non-animi-numquam,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Vélo et mobilités propres",Immobilier,"Fake address, 75006 Paris, France",48.81085,3.37437,"Toute la région (IDF BP3)",,,"Iste laboriosam voluptas aut minus quibusdam totam quam. Sint sed ut expedita numquam dolorem quidem ullam. Laboriosam natus fugit quis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjE0Ng==,"""22-573889""","Odio veritatis inventore et suscipit.",0,0,0,0,0,0,"2022-11-21 01:40:07","2022-11-21 01:40:07","2022-11-21 01:40:07",PUBLISHED,"2022-11-21 01:40:07",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/odio-veritatis-inventore-et-suscipit,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Vélo et mobilités propres",Transport,"Fake address, 75006 Paris, France",48.58189,3.10326,"Toute la région (IDF BP3)",,,"Libero quia occaecati ut repudiandae sit aut. Adipisci vero quia similique. Dolores porro ex sed consectetur dolorem aspernatur. Recusandae voluptatem non a aut. Tenetur optio aut fugit reprehenderit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proposal,UHJvcG9zYWw6cHJvcG9zYWxMb2NhdGlvbjI1Ng==,"""22-814835""","Nostrum illum eveniet quisquam voluptas molestiae ullam aut ullam.",0,0,0,0,0,0,"2022-11-21 17:56:38","2022-11-21 17:56:38","2022-11-21 17:56:38",PUBLISHED,"2022-11-21 17:56:38",,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/nostrum-illum-eveniet-quisquam-voluptas-molestiae-ullam-aut-ullam,VXNlcjp1c2VyNQ==,user,Yes,user@test.com,1,Citoyen,,,"Espaces verts et biodiversité",Justice,"Fake address, 75006 Paris, France",48.57115,2.24701,"Toute la région (IDF BP3)",,,"Et quidem dolor nihil. Quis dolore harum est sequi qui quam. Labore eius recusandae aut recusandae. Optio necessitatibus dolor consequatur dolorum sint officia pariatur.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
