export_contribution_type,export_proposal_id,export_proposal_published_at,export_proposal_reference,export_proposal_title,export_proposal_summary,export_proposal_description,export_proposal_author_id,export_proposal_votes_total_count,export_proposal_votes_digital_count,export_proposal_votes_paper_count,export_proposal_votes_total_points_count,export_proposal_votes_digital_points_count,export_proposal_votes_paper_points_count,export_proposal_category_name,export_proposal_theme_title,export_proposal_formatted_address,export_proposal_address_lat,export_proposal_address_lng,export_proposal_district_name,"No Mes Démarches","No IRIS","Raison sociale",export_proposal_estimation,export_proposal_illustration,export_proposal_link,export_proposal_status_name,export_proposal_created_at,export_proposal_updated_at,export_proposal_publication_status,export_proposal_undraft_at,export_proposal_trashed_at,export_proposal_trashed_reason,export_proposal_author_username,export_proposal_author_is_email_confirmed,export_proposal_author_email,export_proposal_author_user_type_id,export_proposal_author_user_type_name,export_proposal_official_response,export_proposal_votes_id,export_proposal_votes_ranking,export_proposal_votes_created_at,export_proposal_votes_published_at,export_proposal_votes_published,export_proposal_votes_accounted,export_proposal_votes_anonymous,export_proposal_votes_author_id,export_proposal_votes_author_username,export_proposal_votes_author_is_email_confirmed,export_proposal_votes_author_is_phone_confirmed,export_proposal_votes_author_user_type_id,export_proposal_votes_author_user_type_name,export_proposal_comments_id,export_proposal_comments_body,export_proposal_comments_created_at,export_proposal_comments_published_at,export_proposal_comments_updated_at,export_proposal_comments_author_id,export_proposal_comments_author_username,export_proposal_comments_author_is_email_confirmed,export_proposal_comments_author_user_type_id,export_proposal_comments_author_user_type_name,export_proposal_comments_author_email,export_proposal_comments_pinned,export_proposal_comments_publication_status,export_proposal_comments_vote_id,export_proposal_comments_vote_created_at,export_proposal_comments_vote_published_at,export_proposal_comments_vote_author_id,export_proposal_comments_vote_author_username,export_proposal_comments_vote_author_is_email_confirmed,export_proposal_comments_vote_author_user_type_id,export_proposal_comments_vote_author_user_type_name,export_proposal_news_id,export_proposal_news_title,export_proposal_news_themes,export_proposal_news_linked_projects,export_proposal_news_linked_proposal,export_proposal_news_created_at,export_proposal_news_updated_at,export_proposal_news_published_at,export_proposal_news_publication_status,export_proposal_news_commentable,export_proposal_news_displayed_on_blog,export_proposal_news_authors_id,export_proposal_news_authors_username,export_proposal_news_authors_is_email_confirmed,export_proposal_news_authors_user_type_id,export_proposal_news_authors_user_type_name,export_proposal_news_comments_id,export_proposal_news_comments_body,export_proposal_news_comments_parent,export_proposal_news_comments_created_at,export_proposal_news_comments_published_at,export_proposal_news_comments_updated_at,export_proposal_news_comments_author_id,export_proposal_news_comments_author_username,export_proposal_news_comments_author_is_email_confirmed,export_proposal_news_comments_author_user_type_id,export_proposal_news_comments_author_user_type_name,export_proposal_news_comments_author_email,export_proposal_news_comments_pinned,export_proposal_news_comments_publication_status,export_proposal_news_comments_vote_id,export_proposal_news_comments_vote_created_at,export_proposal_news_comments_vote_published_at,export_proposal_news_comments_vote_author_id,export_proposal_news_comments_vote_author_username,export_proposal_news_comments_vote_author_is_email_confirmed,export_proposal_news_comments_vote_author_user_type_id,export_proposal_news_comments_vote_author_user_type_name,export_proposal_news_comments_reportings_id,export_proposal_news_comments_reportings_created_at,export_proposal_news_comments_reportings_author_id,export_proposal_news_comments_reportings_author_username,export_proposal_news_comments_reportings_author_is_email_confirmed,export_proposal_news_comments_reportings_author_user_type_id,export_proposal_news_comments_reportings_author_user_type_name,export_proposal_reportings_id,export_proposal_reportings_body,export_proposal_reportings_created_at,export_proposal_reportings_author_id,export_proposal_reportings_author_username,export_proposal_reportings_author_is_email_confirmed,export_proposal_reportings_author_user_type_id,export_proposal_reportings_author_user_type_name
export_contribution_type_proposal,proposalLocation141,"2022-10-11 13:56:07","""22-763858""","Earum et eius ipsum fuga dolor.",,"Qui quas fuga repudiandae et. Dolore ex ducimus corporis voluptate assumenda odio maiores. Sunt vitae sequi voluptates quo voluptate. Reiciendis autem adipisci aperiam enim sunt ad.",user5,0,0,0,0,0,0,"Propreté, prévention et gestion des déchets, économie circulaire",Transport,"Fake address, 75006 Paris, France",48.68709,2.9478,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/earum-et-eius-ipsum-fuga-dolor?_locale=fr-FR,,"2022-10-11 13:56:07","2022-10-11 13:56:07",export_proposal_publication_status_published,"2022-10-11 13:56:07",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation142,"2022-10-22 15:49:16","""22-697432""","Laboriosam impedit delectus sequi eum necessitatibus non.",,"Quis optio voluptatem possimus quaerat fugiat est accusamus. Exercitationem recusandae ut sit rerum. Veniam sit aliquid impedit natus. Sit perspiciatis harum enim ut harum. Debitis sit iste consequatur dolores voluptate nulla magnam.",user5,0,0,0,0,0,0,"Propreté, prévention et gestion des déchets, économie circulaire",Transport,"Fake address, 75006 Paris, France",49.1025,2.54127,"Toute la région (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/laboriosam-impedit-delectus-sequi-eum-necessitatibus-non?_locale=fr-FR,,"2022-10-22 15:49:16","2022-10-22 15:49:16",export_proposal_publication_status_published,"2022-10-22 15:49:16",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation143,"2022-10-02 15:06:24","""22-641408""","Quia saepe et sunt saepe nisi.",,"Et expedita quo qui aut expedita ex et. Nulla pariatur iure veniam. Quia recusandae harum qui aut eaque sit soluta labore. Molestiae reprehenderit officia excepturi dolores dolor natus sed. Aut esse recusandae facere ut ut voluptas expedita asperiores.",user5,0,0,0,0,0,0,"Espaces verts et biodiversité",Transport,"Fake address, 75006 Paris, France",48.17408,2.08893,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/quia-saepe-et-sunt-saepe-nisi?_locale=fr-FR,,"2022-10-02 15:06:24","2022-10-02 15:06:24",export_proposal_publication_status_published,"2022-10-02 15:06:24",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation144,"2023-02-24 23:56:56","""22-778507""","Quibusdam quia ut et esse est recusandae illum sit.",,"Ullam sequi et voluptate dolorem ipsa. Libero corporis quam nobis aut aut eaque et. Optio dolorem quae quia accusantium et necessitatibus. Enim et et saepe et non nisi dolores. Dicta quod ratione libero ipsum voluptatem possimus reiciendis. Non sapiente dicta cumque.",user5,0,0,0,0,0,0,"Énergies renouvelables et efficacité énergétique",Justice,"Fake address, 75006 Paris, France",48.74158,3.07004,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/quibusdam-quia-ut-et-esse-est-recusandae-illum-sit?_locale=fr-FR,,"2023-02-24 23:56:56","2023-02-24 23:56:56",export_proposal_publication_status_published,"2023-02-24 23:56:56",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation145,"2022-08-25 15:56:56","""22-153735""","Voluptas maiores at cumque voluptatem nihil qui iure.",,"Molestiae unde maiores et perferendis non vel optio. Veritatis inventore enim nam autem sed iure. Nulla eos est est quod. Eos earum in consequatur ratione sunt.",user5,0,0,0,0,0,0,"Énergies renouvelables et efficacité énergétique",Transport,"Fake address, 75006 Paris, France",48.86466,1.44102,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/voluptas-maiores-at-cumque-voluptatem-nihil-qui-iure?_locale=fr-FR,,"2022-08-25 15:56:56","2022-08-25 15:56:56",export_proposal_publication_status_published,"2022-08-25 15:56:56",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation146,"2022-11-21 01:40:07","""22-573889""","Odio veritatis inventore et suscipit.",,"Libero quia occaecati ut repudiandae sit aut. Adipisci vero quia similique. Dolores porro ex sed consectetur dolorem aspernatur. Recusandae voluptatem non a aut. Tenetur optio aut fugit reprehenderit.",user5,0,0,0,0,0,0,"Vélo et mobilités propres",Transport,"Fake address, 75006 Paris, France",48.58189,3.10326,"Toute la région (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/odio-veritatis-inventore-et-suscipit?_locale=fr-FR,,"2022-11-21 01:40:07","2022-11-21 01:40:07",export_proposal_publication_status_published,"2022-11-21 01:40:07",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation147,"2022-11-16 21:52:22","""22-556596""","Sed inventore deserunt dolor praesentium enim aperiam.",,"Sed suscipit incidunt et. Eveniet reiciendis fugit culpa. Natus rerum aspernatur autem architecto ratione.",user5,0,0,0,0,0,0,"Énergies renouvelables et efficacité énergétique",Transport,"Fake address, 75006 Paris, France",48.54624,3.25713,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/sed-inventore-deserunt-dolor-praesentium-enim-aperiam?_locale=fr-FR,,"2022-11-16 21:52:22","2022-11-16 21:52:22",export_proposal_publication_status_published,"2022-11-16 21:52:22",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation148,"2022-10-20 01:07:28","""22-694029""","Odio veniam quia eum consectetur rerum enim quia.",,"Nemo quas recusandae iusto deserunt qui sit nihil et. Perferendis expedita qui voluptatem beatae quia accusamus. Libero consectetur officia voluptatibus qui molestias temporibus.",user5,0,0,0,0,0,0,"Vélo et mobilités propres","Thème vide","Fake address, 75006 Paris, France",48.77973,1.55434,"Toute la région (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/odio-veniam-quia-eum-consectetur-rerum-enim-quia?_locale=fr-FR,,"2022-10-20 01:07:28","2022-10-20 01:07:28",export_proposal_publication_status_published,"2022-10-20 01:07:28",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation149,"2022-10-30 01:36:00","""22-273825""","Unde natus ut consequatur laudantium non.",,"Iste numquam voluptas nihil ullam. Nostrum illo quos minus provident sit ad. Vel sed sunt magni itaque architecto. Consectetur voluptas repellendus aut praesentium.",user5,0,0,0,0,0,0,"Santé environnementale",Transport,"Fake address, 75006 Paris, France",48.52734,3.20535,"Toute la région (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/unde-natus-ut-consequatur-laudantium-non?_locale=fr-FR,,"2022-10-30 01:36:00","2022-10-30 01:36:00",export_proposal_publication_status_published,"2022-10-30 01:36:00",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation15,"2022-06-08 00:41:39","""22-351026""","Voluptatem quia soluta recusandae id quo aut voluptates.",,"Et accusantium nesciunt voluptas et aut. Reiciendis velit voluptas molestiae eum et eos. Voluptas voluptatem consequuntur nostrum culpa in quod voluptatem. Dignissimos sunt atque aut. Possimus accusamus sint hic ut atque expedita.",user5,0,0,0,0,0,0,"Énergies renouvelables et efficacité énergétique","Thème vide","Fake address, 75006 Paris, France",48.70916,2.47485,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/voluptatem-quia-soluta-recusandae-id-quo-aut-voluptates?_locale=fr-FR,,"2022-06-08 00:41:39","2022-06-08 00:41:39",export_proposal_publication_status_published,"2022-06-08 00:41:39",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation150,"2023-03-08 16:44:49","""22-223388""","Porro sit omnis quis autem minima suscipit sunt.",,"Consequatur autem sunt velit eveniet voluptas. Illum ab nobis molestiae accusamus sapiente quia iste. Quasi est praesentium magnam inventore. Qui dolorum cum qui est. Nihil fugit ullam fugit sint.",user5,0,0,0,0,0,0,"Vélo et mobilités propres",Justice,"Fake address, 75006 Paris, France",48.94784,1.93865,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/porro-sit-omnis-quis-autem-minima-suscipit-sunt?_locale=fr-FR,,"2023-03-08 16:44:49","2023-03-08 16:44:49",export_proposal_publication_status_published,"2023-03-08 16:44:49",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation151,"2023-02-27 04:40:40","""22-259025""","Veniam magni iusto dolores.",,"Cupiditate impedit repellendus ab temporibus aut nulla sequi. Laboriosam omnis voluptas vel. Laboriosam ullam quo commodi error minus. Quod rerum laboriosam voluptate dolorum.",user5,0,0,0,0,0,0,"Santé environnementale","Thème vide","Fake address, 75006 Paris, France",49.18303,3.16872,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/veniam-magni-iusto-dolores?_locale=fr-FR,,"2023-02-27 04:40:40","2023-02-27 04:40:40",export_proposal_publication_status_published,"2023-02-27 04:40:40",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation152,"2022-04-17 19:40:58","""22-906687""","Ut et et dolore quia illo explicabo dolores.",,"Fuga illum ut pariatur sit. At quia officiis in ipsam minus quam. Provident et dolor rerum nihil consectetur aut.",user5,0,0,0,0,0,0,"Énergies renouvelables et efficacité énergétique",Justice,"Fake address, 75006 Paris, France",48.4627,1.97181,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/ut-et-et-dolore-quia-illo-explicabo-dolores?_locale=fr-FR,,"2022-04-17 19:40:58","2022-04-17 19:40:58",export_proposal_publication_status_published,"2022-04-17 19:40:58",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation153,"2022-11-01 05:42:18","""22-815799""","Quia sint a aliquam facilis.",,"Atque eum ut error enim aliquid delectus quis. Repudiandae animi a dolorem est est doloremque. Similique voluptates inventore voluptatibus optio. Tenetur occaecati molestiae in similique soluta est quas.",user5,0,0,0,0,0,0,"Espaces verts et biodiversité",Immobilier,"Fake address, 75006 Paris, France",48.34455,2.5271,"Toute la région (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/quia-sint-a-aliquam-facilis?_locale=fr-FR,,"2022-11-01 05:42:18","2022-11-01 05:42:18",export_proposal_publication_status_published,"2022-11-01 05:42:18",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation154,"2022-05-29 15:01:21","""22-210186""","Cupiditate ut suscipit cumque exercitationem sed voluptatem et.",,"Sit doloribus omnis hic qui. Est soluta ducimus dolores ratione accusamus quo necessitatibus. Repellendus ut culpa quo molestiae voluptas. Quam voluptatem aliquid corporis deleniti laborum molestias.",user5,0,0,0,0,0,0,"Vélo et mobilités propres",Transport,"Fake address, 75006 Paris, France",48.66671,3.05288,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/cupiditate-ut-suscipit-cumque-exercitationem-sed-voluptatem-et?_locale=fr-FR,,"2022-05-29 15:01:21","2022-05-29 15:01:21",export_proposal_publication_status_published,"2022-05-29 15:01:21",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation155,"2022-06-23 06:40:37","""22-561914""","Quia eum qui asperiores tenetur eius mollitia.",,"Debitis qui eos alias ab. Adipisci odit eos quam incidunt. Ratione dolor reiciendis harum impedit aut. Quaerat ratione et necessitatibus dolor. Aut quas sunt laboriosam accusantium.",user5,0,0,0,0,0,0,"Énergies renouvelables et efficacité énergétique",Transport,"Fake address, 75006 Paris, France",48.87447,3.13088,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/quia-eum-qui-asperiores-tenetur-eius-mollitia?_locale=fr-FR,,"2022-06-23 06:40:37","2022-06-23 06:40:37",export_proposal_publication_status_published,"2022-06-23 06:40:37",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation156,"2022-12-01 05:16:53","""22-241020""","Aut earum mollitia minus laudantium numquam non.",,"Iusto modi eligendi velit maxime nihil. Ab laborum voluptate iure ea quos. Iure sed est ipsa aut expedita ex quis. Unde iusto consequatur eius molestiae atque ea. Ea minima quas neque eaque voluptatem.",user5,0,0,0,0,0,0,"Vélo et mobilités propres",Immobilier,"Fake address, 75006 Paris, France",48.56852,1.55286,"Toute la région (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/aut-earum-mollitia-minus-laudantium-numquam-non?_locale=fr-FR,,"2022-12-01 05:16:53","2022-12-01 05:16:53",export_proposal_publication_status_published,"2022-12-01 05:16:53",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation157,"2022-08-26 00:03:01","""22-838581""","Error vero nemo et facilis distinctio nemo eveniet ducimus.",,"Qui dicta commodi dolorem distinctio libero ea. Est eius repellendus cumque corrupti. Qui necessitatibus et aperiam perferendis ut iste.",user5,0,0,0,0,0,0,"Santé environnementale",Justice,"Fake address, 75006 Paris, France",48.52575,1.98999,"Toute la région (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/error-vero-nemo-et-facilis-distinctio-nemo-eveniet-ducimus?_locale=fr-FR,,"2022-08-26 00:03:01","2022-08-26 00:03:01",export_proposal_publication_status_published,"2022-08-26 00:03:01",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation158,"2022-05-24 19:45:28","""22-684193""","Adipisci sed voluptas adipisci architecto aut.",,"Ea illo eum corporis quasi quasi. Qui atque aliquam a atque aut dicta iure repellat. Ut et necessitatibus quae consectetur ut voluptatibus. Praesentium sapiente nihil quia. Nihil eum nam rerum ea.",user5,0,0,0,0,0,0,"Propreté, prévention et gestion des déchets, économie circulaire","Thème vide","Fake address, 75006 Paris, France",48.39021,1.94715,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/adipisci-sed-voluptas-adipisci-architecto-aut?_locale=fr-FR,,"2022-05-24 19:45:28","2022-05-24 19:45:28",export_proposal_publication_status_published,"2022-05-24 19:45:28",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation159,"2022-04-19 04:08:03","""22-672320""","Sed ut occaecati inventore excepturi.",,"Sapiente ut veniam voluptas culpa blanditiis modi iste repellat. Blanditiis occaecati labore delectus praesentium ad. Mollitia omnis explicabo qui nobis. Eveniet nemo asperiores et. Aut inventore officiis cupiditate commodi veritatis tempora labore. Minima voluptatum rerum ea eos.",user5,0,0,0,0,0,0,"Vélo et mobilités propres","Thème vide","Fake address, 75006 Paris, France",48.56893,1.97598,"Toute la région (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/sed-ut-occaecati-inventore-excepturi?_locale=fr-FR,,"2022-04-19 04:08:03","2022-04-19 04:08:03",export_proposal_publication_status_published,"2022-04-19 04:08:03",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation16,"2022-08-11 02:16:15","""22-173007""","Animi culpa velit dignissimos molestias.",,"Cumque ut et rerum dolore consectetur et beatae totam. Quisquam labore saepe perspiciatis doloremque voluptates unde optio. Magnam non ratione enim velit ullam tempore autem. Id consequuntur quo dolore qui in et quasi incidunt. Ex accusamus aut itaque nesciunt sit quidem fugit sapiente. Eveniet dolore inventore consectetur sed repellat.",user5,0,0,0,0,0,0,"Énergies renouvelables et efficacité énergétique",Justice,"Fake address, 75006 Paris, France",49.1268,3.28316,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/animi-culpa-velit-dignissimos-molestias?_locale=fr-FR,,"2022-08-11 02:16:15","2022-08-11 02:16:15",export_proposal_publication_status_published,"2022-08-11 02:16:15",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation160,"2023-02-05 14:22:02","""22-322484""","Quas corrupti et distinctio quis rerum voluptas.",,"Nostrum qui laborum et. Autem fuga beatae fugiat ad esse eius dolor. Natus voluptas sequi maiores quibusdam quaerat consequatur. Est nostrum voluptatibus esse. Optio nostrum similique consectetur non.",user5,0,0,0,0,0,0,"Santé environnementale","Thème vide","Fake address, 75006 Paris, France",49.00284,3.21068,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/quas-corrupti-et-distinctio-quis-rerum-voluptas?_locale=fr-FR,,"2023-02-05 14:22:02","2023-02-05 14:22:02",export_proposal_publication_status_published,"2023-02-05 14:22:02",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation161,"2022-11-13 12:02:11","""22-637135""","Sint consequatur sed dignissimos tenetur deleniti.",,"Quo est dolores dicta ut ea. Delectus esse velit est maxime excepturi deleniti pariatur aut. Ducimus vitae sit et beatae aut ad. In error sit voluptatem. Est aliquid impedit et non impedit ut. Omnis vel autem quos cumque.",user5,0,0,0,0,0,0,"Énergies renouvelables et efficacité énergétique",Immobilier,"Fake address, 75006 Paris, France",48.24569,2.07483,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/sint-consequatur-sed-dignissimos-tenetur-deleniti?_locale=fr-FR,,"2022-11-13 12:02:11","2022-11-13 12:02:11",export_proposal_publication_status_published,"2022-11-13 12:02:11",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation162,"2023-01-24 16:20:26","""22-748283""","Neque beatae fuga praesentium voluptates.",,"Quod et amet dolorum aspernatur voluptate est animi. Et possimus tenetur quia assumenda. Inventore veritatis quos et et nihil eum non.",user5,0,0,0,0,0,0,"Santé environnementale",Transport,"Fake address, 75006 Paris, France",48.49793,2.80714,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/neque-beatae-fuga-praesentium-voluptates?_locale=fr-FR,,"2023-01-24 16:20:26","2023-01-24 16:20:26",export_proposal_publication_status_published,"2023-01-24 16:20:26",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposalLocation163,"2023-02-08 00:16:11","""22-240525""","Adipisci sed est quae quis qui et.",,"Ullam magni dolor deserunt vitae unde eligendi enim. Quia sequi provident numquam vitae expedita. Cupiditate sit reprehenderit quia esse aut delectus. Vel nobis ut est aut ea facere architecto. Ut voluptatem dignissimos et voluptas.",user5,0,0,0,0,0,0,"Énergies renouvelables et efficacité énergétique",Transport,"Fake address, 75006 Paris, France",49.04146,2.79002,"Val de marne (94) (IDF BP3)",,,,,,https://capco.dev/project/budget-participatif-idf-3/collect/collecte-des-projets-idf-brp-3/proposals/adipisci-sed-est-quae-quis-qui-et?_locale=fr-FR,,"2023-02-08 00:16:11","2023-02-08 00:16:11",export_proposal_publication_status_published,"2023-02-08 00:16:11",,,user,Oui,user@test.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
