export_vote_published_at,export_vote_type,export_vote_author_id,export_vote_source,export_vote_author_zip_code,export_vote_author_username,export_vote_author_is_email_confirmed,export_vote_author_email,export_vote_author_user_type_name,export_vote_debate_url,export_vote_geoip_country_code,export_vote_geoip_region_name,export_vote_geoip_city_name
"2020-05-23 00:00:00",export_vote_type_against,user143,APPLICATION,,user143,Oui,user143@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-24 00:00:00",export_vote_type_against,user144,APPLICATION,,user144,Oui,user144@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-25 00:00:00",export_vote_type_against,user145,APPLICATION,,user145,Oui,user145@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-26 00:00:00",export_vote_type_against,user146,APPLICATION,,user146,Oui,user146@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-27 00:00:00",export_vote_type_against,user147,APPLICATION,,user147,Oui,user147@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-28 00:00:00",export_vote_type_against,user148,APPLICATION,,user148,Oui,user148@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-29 00:00:00",export_vote_type_against,user149,APPLICATION,,user149,Oui,user149@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-30 00:00:00",export_vote_type_against,user150,APPLICATION,,user150,Oui,user150@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-05-31 00:00:00",export_vote_type_against,user151,APPLICATION,,user151,Oui,user151@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-01 00:00:00",export_vote_type_against,user152,APPLICATION,,user152,Oui,user152@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-02 00:00:00",export_vote_type_against,user153,APPLICATION,,user153,Oui,user153@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-03 00:00:00",export_vote_type_against,user154,APPLICATION,,user154,Oui,user154@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-04 00:00:00",export_vote_type_against,user155,APPLICATION,,user155,Oui,user155@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-05 00:00:00",export_vote_type_against,user156,APPLICATION,,user156,Oui,user156@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-06 00:00:00",export_vote_type_against,user157,APPLICATION,,user157,Oui,user157@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-07 00:00:00",export_vote_type_against,user158,APPLICATION,,user158,Oui,user158@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-08 00:00:00",export_vote_type_against,user159,APPLICATION,,user159,Oui,user159@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-09 00:00:00",export_vote_type_against,user160,APPLICATION,,user160,Oui,user160@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-10 00:00:00",export_vote_type_against,user161,APPLICATION,,user161,Oui,user161@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-11 00:00:00",export_vote_type_against,user162,APPLICATION,,user162,Oui,user162@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-12 00:00:00",export_vote_type_against,user163,APPLICATION,,user163,Oui,user163@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-13 00:00:00",export_vote_type_against,user164,APPLICATION,,user164,Oui,user164@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-14 00:00:00",export_vote_type_against,user165,APPLICATION,,user165,Oui,user165@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-15 00:00:00",export_vote_type_against,user166,APPLICATION,,user166,Oui,user166@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-16 00:00:00",export_vote_type_against,user167,APPLICATION,,user167,Oui,user167@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-17 00:00:00",export_vote_type_against,user168,APPLICATION,,user168,Oui,user168@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-18 00:00:00",export_vote_type_against,user169,APPLICATION,,user169,Oui,user169@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-19 00:00:00",export_vote_type_against,user170,APPLICATION,,user170,Oui,user170@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-20 00:00:00",export_vote_type_against,user171,APPLICATION,,user171,Oui,user171@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-21 00:00:00",export_vote_type_against,user172,APPLICATION,,user172,Oui,user172@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-22 00:00:00",export_vote_type_against,user173,APPLICATION,,user173,Oui,user173@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-23 00:00:00",export_vote_type_against,user174,APPLICATION,,user174,Oui,user174@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-24 00:00:00",export_vote_type_against,user175,APPLICATION,,user175,Oui,user175@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-25 00:00:00",export_vote_type_against,user176,APPLICATION,,user176,Oui,user176@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-26 00:00:00",export_vote_type_against,user177,APPLICATION,,user177,Oui,user177@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-27 00:00:00",export_vote_type_against,user178,APPLICATION,,user178,Oui,user178@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-28 00:00:00",export_vote_type_against,user179,APPLICATION,,user179,Oui,user179@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-29 00:00:00",export_vote_type_against,user180,APPLICATION,,user180,Oui,user180@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-06-30 00:00:00",export_vote_type_against,user181,APPLICATION,,user181,Oui,user181@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-07-01 00:00:00",export_vote_type_against,user182,APPLICATION,,user182,Oui,user182@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-07-02 00:00:00",export_vote_type_against,user183,APPLICATION,,user183,Oui,user183@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-07-03 00:00:00",export_vote_type_against,user184,APPLICATION,,user184,Oui,user184@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-07-04 00:00:00",export_vote_type_against,user185,APPLICATION,,user185,Oui,user185@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-07-05 00:00:00",export_vote_type_against,user186,APPLICATION,,user186,Oui,user186@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-07-06 00:00:00",export_vote_type_against,user187,APPLICATION,,user187,Oui,user187@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-07-07 00:00:00",export_vote_type_against,user188,APPLICATION,,user188,Oui,user188@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-07-08 00:00:00",export_vote_type_against,user189,APPLICATION,,user189,Oui,user189@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-07-09 00:00:00",export_vote_type_against,user190,APPLICATION,,user190,Oui,user190@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-07-10 00:00:00",export_vote_type_against,user191,APPLICATION,,user191,Oui,user191@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-07-11 00:00:00",export_vote_type_against,user192,APPLICATION,,user192,Oui,user192@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-07-12 00:00:00",export_vote_type_against,user193,APPLICATION,,user193,Oui,user193@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-07-13 00:00:00",export_vote_type_against,user194,APPLICATION,,user194,Oui,user194@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-07-14 00:00:00",export_vote_type_against,user195,APPLICATION,,user195,Oui,user195@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-07-15 00:00:00",export_vote_type_against,user196,APPLICATION,,user196,Oui,user196@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-07-16 00:00:00",export_vote_type_against,user197,APPLICATION,,user197,Oui,user197@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-07-17 00:00:00",export_vote_type_against,user198,APPLICATION,,user198,Oui,user198@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-07-18 00:00:00",export_vote_type_against,user199,APPLICATION,,user199,Oui,user199@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
"2020-07-19 00:00:00",export_vote_type_against,user200,APPLICATION,,user200,Oui,user200@cap-collectif.com,Citoyen,https://capco.dev/project/debat-du-mois/debate/pour-ou-contre-le-reconfinement,,,
