export_contribution_type,export_participant_user_id,export_participant_username,export_participant_user_email,export_participant_consent_internal_communication,export_participant_phone,export_participant_type,export_participant_firstname,export_participant_lastname,export_participant_date_of_birth,export_participant_postal_address,export_participant_zip_code,export_participant_city,export_participant_profile_url,export_participant_identification_code,export_user_total_proposals,user_votes_proposal_ids,export_proposal_reference,export_proposal_title,export_proposal_link,export_proposal_id,export_proposal_published_at,export_proposal_summary,export_proposal_description,export_proposal_category_name,export_proposal_theme_title,export_proposal_formatted_address,export_proposal_address_lat,export_proposal_address_lng,export_proposal_district_name,"Nouvelle section 3","Evaluez l'importance de votre proposition","Evaluez le coût de votre proposition",Documents,Bilans,export_proposal_estimation,export_proposal_illustration,export_proposal_status_name
export_contribution_type_proposal,user2,sfavot,sfavot@cap-collectif.com,Non,+3300000000,Citoyen,Suzanne,Favot,,,,Antony,https://capco.dev/profile/sfavot,,50,,"""1-66634""","Trashed proposal invisible 34",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-invisible-34?_locale=fr-FR,proposalTrashedInvisible34,"2019-04-04 00:23:00",,"I am not visible because I contains some bad words",,,,,,,,,,,,,,
export_contribution_type_proposal,user2,sfavot,sfavot@cap-collectif.com,Non,+3300000000,Citoyen,Suzanne,Favot,,,,Antony,https://capco.dev/profile/sfavot,,50,,"""1-66635""","Trashed proposal invisible 35",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-invisible-35?_locale=fr-FR,proposalTrashedInvisible35,"2019-04-05 00:23:00",,"I am not visible because I contains some bad words",,,,,,,,,,,,,,
export_contribution_type_proposal,user2,sfavot,sfavot@cap-collectif.com,Non,+3300000000,Citoyen,Suzanne,Favot,,,,Antony,https://capco.dev/profile/sfavot,,50,,"""1-66636""","Trashed proposal invisible 36",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-invisible-36?_locale=fr-FR,proposalTrashedInvisible36,"2019-04-06 00:23:00",,"I am not visible because I contains some bad words",,,,,,,,,,,,,,
export_contribution_type_proposal,user2,sfavot,sfavot@cap-collectif.com,Non,+3300000000,Citoyen,Suzanne,Favot,,,,Antony,https://capco.dev/profile/sfavot,,50,,"""1-66637""","Trashed proposal invisible 37",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-invisible-37?_locale=fr-FR,proposalTrashedInvisible37,"2019-04-07 00:23:00",,"I am not visible because I contains some bad words",,,,,,,,,,,,,,
export_contribution_type_proposal,user2,sfavot,sfavot@cap-collectif.com,Non,+3300000000,Citoyen,Suzanne,Favot,,,,Antony,https://capco.dev/profile/sfavot,,50,,"""1-66638""","Trashed proposal invisible 38",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-invisible-38?_locale=fr-FR,proposalTrashedInvisible38,"2019-04-08 00:23:00",,"I am not visible because I contains some bad words",,,,,,,,,,,,,,
export_contribution_type_proposal,user2,sfavot,sfavot@cap-collectif.com,Non,+3300000000,Citoyen,Suzanne,Favot,,,,Antony,https://capco.dev/profile/sfavot,,50,,"""1-66639""","Trashed proposal invisible 39",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-invisible-39?_locale=fr-FR,proposalTrashedInvisible39,"2019-04-09 00:23:00",,"I am not visible because I contains some bad words",,,,,,,,,,,,,,
export_contribution_type_proposal,user2,sfavot,sfavot@cap-collectif.com,Non,+3300000000,Citoyen,Suzanne,Favot,,,,Antony,https://capco.dev/profile/sfavot,,50,,"""1-66640""","Trashed proposal invisible 40",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-invisible-40?_locale=fr-FR,proposalTrashedInvisible40,"2019-04-10 00:23:00",,"I am not visible because I contains some bad words",,,,,,,,,,,,,,
export_contribution_type_proposal,user2,sfavot,sfavot@cap-collectif.com,Non,+3300000000,Citoyen,Suzanne,Favot,,,,Antony,https://capco.dev/profile/sfavot,,50,,"""1-66641""","Trashed proposal invisible 41",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-invisible-41?_locale=fr-FR,proposalTrashedInvisible41,"2019-04-11 00:23:00",,"I am not visible because I contains some bad words",,,,,,,,,,,,,,
export_contribution_type_proposal,user2,sfavot,sfavot@cap-collectif.com,Non,+3300000000,Citoyen,Suzanne,Favot,,,,Antony,https://capco.dev/profile/sfavot,,50,,"""1-66642""","Trashed proposal invisible 42",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-invisible-42?_locale=fr-FR,proposalTrashedInvisible42,"2019-04-12 00:23:00",,"I am not visible because I contains some bad words",,,,,,,,,,,,,,
export_contribution_type_proposal,user2,sfavot,sfavot@cap-collectif.com,Non,+3300000000,Citoyen,Suzanne,Favot,,,,Antony,https://capco.dev/profile/sfavot,,50,,"""1-66643""","Trashed proposal invisible 43",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-invisible-43?_locale=fr-FR,proposalTrashedInvisible43,"2019-04-13 00:23:00",,"I am not visible because I contains some bad words",,,,,,,,,,,,,,
export_contribution_type_proposal,user2,sfavot,sfavot@cap-collectif.com,Non,+3300000000,Citoyen,Suzanne,Favot,,,,Antony,https://capco.dev/profile/sfavot,,50,,"""1-66644""","Trashed proposal invisible 44",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-invisible-44?_locale=fr-FR,proposalTrashedInvisible44,"2019-04-14 00:23:00",,"I am not visible because I contains some bad words",,,,,,,,,,,,,,
export_contribution_type_proposal,user2,sfavot,sfavot@cap-collectif.com,Non,+3300000000,Citoyen,Suzanne,Favot,,,,Antony,https://capco.dev/profile/sfavot,,50,,"""1-66645""","Trashed proposal invisible 45",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-invisible-45?_locale=fr-FR,proposalTrashedInvisible45,"2019-04-15 00:23:00",,"I am not visible because I contains some bad words",,,,,,,,,,,,,,
export_contribution_type_proposal,user2,sfavot,sfavot@cap-collectif.com,Non,+3300000000,Citoyen,Suzanne,Favot,,,,Antony,https://capco.dev/profile/sfavot,,50,,"""1-66646""","Trashed proposal invisible 46",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-invisible-46?_locale=fr-FR,proposalTrashedInvisible46,"2019-04-16 00:23:00",,"I am not visible because I contains some bad words",,,,,,,,,,,,,,
export_contribution_type_proposal,user2,sfavot,sfavot@cap-collectif.com,Non,+3300000000,Citoyen,Suzanne,Favot,,,,Antony,https://capco.dev/profile/sfavot,,50,,"""1-66647""","Trashed proposal invisible 47",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-invisible-47?_locale=fr-FR,proposalTrashedInvisible47,"2019-04-17 00:23:00",,"I am not visible because I contains some bad words",,,,,,,,,,,,,,
export_contribution_type_proposal,user2,sfavot,sfavot@cap-collectif.com,Non,+3300000000,Citoyen,Suzanne,Favot,,,,Antony,https://capco.dev/profile/sfavot,,50,,"""1-66648""","Trashed proposal invisible 48",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-invisible-48?_locale=fr-FR,proposalTrashedInvisible48,"2019-04-18 00:23:00",,"I am not visible because I contains some bad words",,,,,,,,,,,,,,
export_contribution_type_proposal,user2,sfavot,sfavot@cap-collectif.com,Non,+3300000000,Citoyen,Suzanne,Favot,,,,Antony,https://capco.dev/profile/sfavot,,50,,"""1-66649""","Trashed proposal invisible 49",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-invisible-49?_locale=fr-FR,proposalTrashedInvisible49,"2019-04-19 00:23:00",,"I am not visible because I contains some bad words",,,,,,,,,,,,,,
export_contribution_type_proposal,user2,sfavot,sfavot@cap-collectif.com,Non,+3300000000,Citoyen,Suzanne,Favot,,,,Antony,https://capco.dev/profile/sfavot,,50,,"""1-66650""","Trashed proposal invisible 50",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-invisible-50?_locale=fr-FR,proposalTrashedInvisible50,"2019-04-20 00:23:00",,"I am not visible because I contains some bad words",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66710""","Trashed proposal visible 10",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-10?_locale=fr-FR,proposalTrashedVisible10,"2017-02-11 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66711""","Trashed proposal visible 11",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-11?_locale=fr-FR,proposalTrashedVisible11,"2017-02-12 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66712""","Trashed proposal visible 12",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-12?_locale=fr-FR,proposalTrashedVisible12,"2017-02-13 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66713""","Trashed proposal visible 13",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-13?_locale=fr-FR,proposalTrashedVisible13,"2017-02-14 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66714""","Trashed proposal visible 14",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-14?_locale=fr-FR,proposalTrashedVisible14,"2017-02-15 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66715""","Trashed proposal visible 15",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-15?_locale=fr-FR,proposalTrashedVisible15,"2017-02-16 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66716""","Trashed proposal visible 16",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-16?_locale=fr-FR,proposalTrashedVisible16,"2017-02-17 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66717""","Trashed proposal visible 17",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-17?_locale=fr-FR,proposalTrashedVisible17,"2017-02-18 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66718""","Trashed proposal visible 18",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-18?_locale=fr-FR,proposalTrashedVisible18,"2017-02-19 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66719""","Trashed proposal visible 19",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-19?_locale=fr-FR,proposalTrashedVisible19,"2017-02-20 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66720""","Trashed proposal visible 20",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-20?_locale=fr-FR,proposalTrashedVisible20,"2017-02-21 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66721""","Trashed proposal visible 21",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-21?_locale=fr-FR,proposalTrashedVisible21,"2017-02-22 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66722""","Trashed proposal visible 22",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-22?_locale=fr-FR,proposalTrashedVisible22,"2017-02-23 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66723""","Trashed proposal visible 23",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-23?_locale=fr-FR,proposalTrashedVisible23,"2017-02-24 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66724""","Trashed proposal visible 24",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-24?_locale=fr-FR,proposalTrashedVisible24,"2017-02-25 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66725""","Trashed proposal visible 25",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-25?_locale=fr-FR,proposalTrashedVisible25,"2017-02-26 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66726""","Trashed proposal visible 26",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-26?_locale=fr-FR,proposalTrashedVisible26,"2017-02-27 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66727""","Trashed proposal visible 27",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-27?_locale=fr-FR,proposalTrashedVisible27,"2017-02-28 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66728""","Trashed proposal visible 28",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-28?_locale=fr-FR,proposalTrashedVisible28,"2017-03-01 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66729""","Trashed proposal visible 29",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-29?_locale=fr-FR,proposalTrashedVisible29,"2017-03-02 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66730""","Trashed proposal visible 30",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-30?_locale=fr-FR,proposalTrashedVisible30,"2017-03-03 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66731""","Trashed proposal visible 31",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-31?_locale=fr-FR,proposalTrashedVisible31,"2017-03-04 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66732""","Trashed proposal visible 32",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-32?_locale=fr-FR,proposalTrashedVisible32,"2017-03-05 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66733""","Trashed proposal visible 33",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-33?_locale=fr-FR,proposalTrashedVisible33,"2017-03-06 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66734""","Trashed proposal visible 34",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-34?_locale=fr-FR,proposalTrashedVisible34,"2017-03-07 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66735""","Trashed proposal visible 35",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-35?_locale=fr-FR,proposalTrashedVisible35,"2017-03-08 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66736""","Trashed proposal visible 36",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-36?_locale=fr-FR,proposalTrashedVisible36,"2017-03-09 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66737""","Trashed proposal visible 37",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-37?_locale=fr-FR,proposalTrashedVisible37,"2017-03-10 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66738""","Trashed proposal visible 38",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-38?_locale=fr-FR,proposalTrashedVisible38,"2017-03-11 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66739""","Trashed proposal visible 39",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-39?_locale=fr-FR,proposalTrashedVisible39,"2017-03-12 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66740""","Trashed proposal visible 40",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-40?_locale=fr-FR,proposalTrashedVisible40,"2017-03-13 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66741""","Trashed proposal visible 41",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-41?_locale=fr-FR,proposalTrashedVisible41,"2017-03-14 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66742""","Trashed proposal visible 42",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-42?_locale=fr-FR,proposalTrashedVisible42,"2017-03-15 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66743""","Trashed proposal visible 43",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-43?_locale=fr-FR,proposalTrashedVisible43,"2017-03-16 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66744""","Trashed proposal visible 44",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-44?_locale=fr-FR,proposalTrashedVisible44,"2017-03-17 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66745""","Trashed proposal visible 45",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-45?_locale=fr-FR,proposalTrashedVisible45,"2017-03-18 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66746""","Trashed proposal visible 46",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-46?_locale=fr-FR,proposalTrashedVisible46,"2017-03-19 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66747""","Trashed proposal visible 47",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-47?_locale=fr-FR,proposalTrashedVisible47,"2017-03-20 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66748""","Trashed proposal visible 48",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-48?_locale=fr-FR,proposalTrashedVisible48,"2017-03-21 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66749""","Trashed proposal visible 49",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-49?_locale=fr-FR,proposalTrashedVisible49,"2017-03-22 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
export_contribution_type_proposal,user1,lbrunet,lbrunet@cap-collectif.com,Oui,+3300000000,Citoyen,Laurent,Brunet,,,,,https://capco.dev/profile/lbrunet,,50,,"""1-66750""","Trashed proposal visible 50",https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-50?_locale=fr-FR,proposalTrashedVisible50,"2017-03-23 00:23:00",,"I deserve to be trashed !",,,,,,,,,,,,,,
