export_contribution_type,export_proposal_id,export_proposal_published_at,export_proposal_reference,export_proposal_title,export_proposal_summary,export_proposal_description,export_proposal_author_id,export_proposal_category_name,export_proposal_theme_title,export_proposal_formatted_address,export_proposal_address_lat,export_proposal_address_lng,export_proposal_district_name,"Hap ou Noel ?","Votre fleuve préféré","Comme tu as choisi Hap et le Gange, je t'affiche cette question (dsl jui pas inspiré)","Par qui Hap a t-il été créé ?","Hap est-il un homme bon ?","Comment ça ce n'est pas un homme bon, comment oses-tu ?","Noel a t-il un rapport avec la fête de Noël ?","De quelle couleur est le chapeau de Noël ?","Plutôt Marvel ou DC ?","T'aimes bien Superman ?","T'aimes bien Batman ?","T'aimes bien Supergirl ?","T'aimes bien Iron Man ?","T'aimes bien Luke Cage ?","T'aimes bien Thor ?","C'est la fin mais j'affiche quand même des choix",export_proposal_estimation,export_proposal_illustration,export_proposal_link,export_proposal_status_name,export_proposal_created_at,export_proposal_updated_at,export_proposal_publication_status,export_proposal_undraft_at,export_proposal_trashed_at,export_proposal_trashed_reason,export_proposal_author_username,export_proposal_author_is_email_confirmed,export_proposal_author_email,export_proposal_author_user_type_id,export_proposal_author_user_type_name,export_proposal_official_response,export_proposal_votes_published_at,export_proposal_votes_published,export_proposal_votes_accounted,export_proposal_votes_anonymous,export_proposal_votes_author_id,export_proposal_votes_author_username,export_proposal_votes_author_is_email_confirmed,export_proposal_votes_author_is_phone_confirmed,export_proposal_votes_author_user_type_id,export_proposal_votes_author_user_type_name,export_proposal_comments_id,export_proposal_comments_body,export_proposal_comments_created_at,export_proposal_comments_published_at,export_proposal_comments_updated_at,export_proposal_comments_author_id,export_proposal_comments_author_username,export_proposal_comments_author_is_email_confirmed,export_proposal_comments_author_user_type_id,export_proposal_comments_author_user_type_name,export_proposal_comments_author_email,export_proposal_comments_pinned,export_proposal_comments_publication_status,export_proposal_comments_vote_id,export_proposal_comments_vote_created_at,export_proposal_comments_vote_published_at,export_proposal_comments_vote_author_id,export_proposal_comments_vote_author_username,export_proposal_comments_vote_author_is_email_confirmed,export_proposal_comments_vote_author_user_type_id,export_proposal_comments_vote_author_user_type_name,export_proposal_news_id,export_proposal_news_title,export_proposal_news_themes,export_proposal_news_linked_projects,export_proposal_news_linked_proposal,export_proposal_news_created_at,export_proposal_news_updated_at,export_proposal_news_published_at,export_proposal_news_publication_status,export_proposal_news_commentable,export_proposal_news_displayed_on_blog,export_proposal_news_authors_id,export_proposal_news_authors_username,export_proposal_news_authors_is_email_confirmed,export_proposal_news_authors_user_type_id,export_proposal_news_authors_user_type_name,export_proposal_news_comments_id,export_proposal_news_comments_body,export_proposal_news_comments_parent,export_proposal_news_comments_created_at,export_proposal_news_comments_published_at,export_proposal_news_comments_updated_at,export_proposal_news_comments_author_id,export_proposal_news_comments_author_username,export_proposal_news_comments_author_is_email_confirmed,export_proposal_news_comments_author_user_type_id,export_proposal_news_comments_author_user_type_name,export_proposal_news_comments_author_email,export_proposal_news_comments_pinned,export_proposal_news_comments_publication_status,export_proposal_news_comments_vote_id,export_proposal_news_comments_vote_created_at,export_proposal_news_comments_vote_published_at,export_proposal_news_comments_vote_author_id,export_proposal_news_comments_vote_author_username,export_proposal_news_comments_vote_author_is_email_confirmed,export_proposal_news_comments_vote_author_user_type_id,export_proposal_news_comments_vote_author_user_type_name,export_proposal_news_comments_reportings_id,export_proposal_news_comments_reportings_created_at,export_proposal_news_comments_reportings_author_id,export_proposal_news_comments_reportings_author_username,export_proposal_news_comments_reportings_author_is_email_confirmed,export_proposal_news_comments_reportings_author_user_type_id,export_proposal_news_comments_reportings_author_user_type_name,export_proposal_reportings_id,export_proposal_reportings_body,export_proposal_reportings_created_at,export_proposal_reportings_author_id,export_proposal_reportings_author_username,export_proposal_reportings_author_is_email_confirmed,export_proposal_reportings_author_user_type_id,export_proposal_reportings_author_user_type_name
export_contribution_type_proposal,proposal71,"2017-04-13 00:21:00","""114-171""","Proposal 71",,"Contenu 71",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-71?_locale=fr-FR,,"2017-04-13 00:21:00","2017-04-13 00:21:00",export_proposal_publication_status_published,"2017-04-13 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal72,"2017-04-14 00:21:00","""114-172""","Proposal 72",,"Contenu 72",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-72?_locale=fr-FR,,"2017-04-14 00:21:00","2017-04-14 00:21:00",export_proposal_publication_status_published,"2017-04-14 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal73,"2017-04-15 00:21:00","""114-173""","Proposal 73",,"Contenu 73",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-73?_locale=fr-FR,,"2017-04-15 00:21:00","2017-04-15 00:21:00",export_proposal_publication_status_published,"2017-04-15 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal74,"2017-04-16 00:21:00","""114-174""","Proposal 74",,"Contenu 74",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-74?_locale=fr-FR,,"2017-04-16 00:21:00","2017-04-16 00:21:00",export_proposal_publication_status_published,"2017-04-16 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal75,"2017-04-17 00:21:00","""114-175""","Proposal 75",,"Contenu 75",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-75?_locale=fr-FR,,"2017-04-17 00:21:00","2017-04-17 00:21:00",export_proposal_publication_status_published,"2017-04-17 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal76,"2017-04-18 00:21:00","""114-176""","Proposal 76",,"Contenu 76",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-76?_locale=fr-FR,,"2017-04-18 00:21:00","2017-04-18 00:21:00",export_proposal_publication_status_published,"2017-04-18 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal77,"2017-04-19 00:21:00","""114-177""","Proposal 77",,"Contenu 77",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-77?_locale=fr-FR,,"2017-04-19 00:21:00","2017-04-19 00:21:00",export_proposal_publication_status_published,"2017-04-19 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal78,"2017-04-20 00:21:00","""114-178""","Proposal 78",,"Contenu 78",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-78?_locale=fr-FR,,"2017-04-20 00:21:00","2017-04-20 00:21:00",export_proposal_publication_status_published,"2017-04-20 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal79,"2017-04-21 00:21:00","""114-179""","Proposal 79",,"Contenu 79",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-79?_locale=fr-FR,,"2017-04-21 00:21:00","2017-04-21 00:21:00",export_proposal_publication_status_published,"2017-04-21 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal80,"2017-04-22 00:21:00","""114-180""","Proposal 80",,"Contenu 80",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-80?_locale=fr-FR,,"2017-04-22 00:21:00","2017-04-22 00:21:00",export_proposal_publication_status_published,"2017-04-22 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal81,"2017-04-23 00:21:00","""114-181""","Proposal 81",,"Contenu 81",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-81?_locale=fr-FR,,"2017-04-23 00:21:00","2017-04-23 00:21:00",export_proposal_publication_status_published,"2017-04-23 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal82,"2017-04-24 00:21:00","""114-182""","Proposal 82",,"Contenu 82",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-82?_locale=fr-FR,,"2017-04-24 00:21:00","2017-04-24 00:21:00",export_proposal_publication_status_published,"2017-04-24 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal83,"2017-04-25 00:21:00","""114-183""","Proposal 83",,"Contenu 83",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-83?_locale=fr-FR,,"2017-04-25 00:21:00","2017-04-25 00:21:00",export_proposal_publication_status_published,"2017-04-25 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal84,"2017-04-26 00:21:00","""114-184""","Proposal 84",,"Contenu 84",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-84?_locale=fr-FR,,"2017-04-26 00:21:00","2017-04-26 00:21:00",export_proposal_publication_status_published,"2017-04-26 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal85,"2017-04-27 00:21:00","""114-185""","Proposal 85",,"Contenu 85",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-85?_locale=fr-FR,,"2017-04-27 00:21:00","2017-04-27 00:21:00",export_proposal_publication_status_published,"2017-04-27 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal86,"2017-04-28 00:21:00","""114-186""","Proposal 86",,"Contenu 86",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-86?_locale=fr-FR,,"2017-04-28 00:21:00","2017-04-28 00:21:00",export_proposal_publication_status_published,"2017-04-28 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal87,"2017-04-29 00:21:00","""114-187""","Proposal 87",,"Contenu 87",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-87?_locale=fr-FR,,"2017-04-29 00:21:00","2017-04-29 00:21:00",export_proposal_publication_status_published,"2017-04-29 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal88,"2017-04-30 00:21:00","""114-188""","Proposal 88",,"Contenu 88",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-88?_locale=fr-FR,,"2017-04-30 00:21:00","2017-04-30 00:21:00",export_proposal_publication_status_published,"2017-04-30 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal89,"2017-05-01 00:21:00","""114-189""","Proposal 89",,"Contenu 89",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-89?_locale=fr-FR,,"2017-05-01 00:21:00","2017-05-01 00:21:00",export_proposal_publication_status_published,"2017-05-01 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal90,"2017-05-02 00:21:00","""114-190""","Proposal 90",,"Contenu 90",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-90?_locale=fr-FR,,"2017-05-02 00:21:00","2017-05-02 00:21:00",export_proposal_publication_status_published,"2017-05-02 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal91,"2017-05-03 00:21:00","""114-191""","Proposal 91",,"Contenu 91",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-91?_locale=fr-FR,,"2017-05-03 00:21:00","2017-05-03 00:21:00",export_proposal_publication_status_published,"2017-05-03 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal92,"2017-05-04 00:21:00","""114-192""","Proposal 92",,"Contenu 92",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-92?_locale=fr-FR,,"2017-05-04 00:21:00","2017-05-04 00:21:00",export_proposal_publication_status_published,"2017-05-04 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal93,"2017-05-05 00:21:00","""114-193""","Proposal 93",,"Contenu 93",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-93?_locale=fr-FR,,"2017-05-05 00:21:00","2017-05-05 00:21:00",export_proposal_publication_status_published,"2017-05-05 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal94,"2017-05-06 00:21:00","""114-194""","Proposal 94",,"Contenu 94",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-94?_locale=fr-FR,,"2017-05-06 00:21:00","2017-05-06 00:21:00",export_proposal_publication_status_published,"2017-05-06 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal95,"2017-05-07 00:21:00","""114-195""","Proposal 95",,"Contenu 95",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-95?_locale=fr-FR,,"2017-05-07 00:21:00","2017-05-07 00:21:00",export_proposal_publication_status_published,"2017-05-07 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal96,"2017-05-08 00:21:00","""114-196""","Proposal 96",,"Contenu 96",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-96?_locale=fr-FR,,"2017-05-08 00:21:00","2017-05-08 00:21:00",export_proposal_publication_status_published,"2017-05-08 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal97,"2017-05-09 00:21:00","""114-197""","Proposal 97",,"Contenu 97",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-97?_locale=fr-FR,,"2017-05-09 00:21:00","2017-05-09 00:21:00",export_proposal_publication_status_published,"2017-05-09 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal98,"2017-05-10 00:21:00","""114-198""","Proposal 98",,"Contenu 98",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-98?_locale=fr-FR,,"2017-05-10 00:21:00","2017-05-10 00:21:00",export_proposal_publication_status_published,"2017-05-10 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal99,"2017-05-11 00:21:00","""114-199""","Proposal 99",,"Contenu 99",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-99?_locale=fr-FR,,"2017-05-11 00:21:00","2017-05-11 00:21:00",export_proposal_publication_status_published,"2017-05-11 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
export_contribution_type_proposal,proposal100,"2017-05-12 00:21:00","""114-1100""","Proposal 100",,"Contenu 100",user1,,,,,,,,,,,,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-100?_locale=fr-FR,,"2017-05-12 00:21:00","2017-05-12 00:21:00",export_proposal_publication_status_published,"2017-05-12 00:21:00",,,lbrunet,Oui,lbrunet@cap-collectif.com,1,Citoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
